"Date","[10,000,000 - infinity) coins","[1,000,000 - 10,000,000) coins","[100,000  - 1,000,000) coins","[10,000 - 100,000) coins","[1,000 - 10,000) coins","[100 - 1,000) coins","[10 - 100) coins","[1 - 10) coins","[0.1 - 1) coins","[0.01 - 0.1) coins","[0.001 - 0.01) coins","[0 - 0.001) coins"
"2019-04-04T00:00:00.000Z","8.142857142857142","28.142857142857142","383.14285714285717","2721","7732","9989.142857142857","2910.1428571428573","890.2857142857143","703.1428571428571","218.71428571428572","173.85714285714286","1191.2857142857142"
"2019-04-11T00:00:00.000Z","9","26.285714285714285","382.57142857142856","2730.285714285714","7766.857142857143","10013.714285714286","2920.5714285714284","903.8571428571429","713.8571428571429","221.57142857142858","180.42857142857142","1209.4285714285713"
"2019-04-18T00:00:00.000Z","8.142857142857142","28.714285714285715","383.42857142857144","2733.1428571428573","7771.428571428572","10049","2935.1428571428573","911.2857142857143","719.4285714285714","221.57142857142858","183.71428571428572","1226.7142857142858"
"2019-04-25T00:00:00.000Z","8","29","386.57142857142856","2742.714285714286","7779.142857142857","10081","2945.714285714286","922.7142857142857","727.4285714285714","220.57142857142858","184.85714285714286","1250"
"2019-05-02T00:00:00.000Z","8","28.428571428571427","390","2754.714285714286","7785.285714285715","10116.857142857143","2968.8571428571427","930","734.4285714285714","221","186","1271.4285714285713"
"2019-05-09T00:00:00.000Z","8","28.428571428571427","391.57142857142856","2754.1428571428573","7796.285714285715","10189.285714285714","3010.285714285714","939.4285714285714","738.4285714285714","224.57142857142858","186.57142857142858","1306"
"2019-05-16T00:00:00.000Z","8","26.571428571428573","397.57142857142856","2789.4285714285716","8028.714285714285","10773.714285714286","3151.1428571428573","991.1428571428571","742.8571428571429","229.85714285714286","187.57142857142858","1355.4285714285713"
"2019-05-23T00:00:00.000Z","8.428571428571429","25.428571428571427","389.14285714285717","2792","8190.571428571428","11285.857142857143","3402.4285714285716","1053.4285714285713","765","236.28571428571428","191","1432.4285714285713"
"2019-05-30T00:00:00.000Z","8.285714285714286","25.571428571428573","390.57142857142856","2785.714285714286","8272.57142857143","11576.857142857143","3531.5714285714284","1092.5714285714287","781.7142857142857","238.42857142857142","195.57142857142858","1504.857142857143"
"2019-06-06T00:00:00.000Z","8","28","395","2810.285714285714","8356.57142857143","11815.57142857143","3655.5714285714284","1116.857142857143","791.7142857142857","240.71428571428572","197.42857142857142","1536"
"2019-06-13T00:00:00.000Z","8","27.142857142857142","392.14285714285717","2880.4285714285716","8650.42857142857","12499.57142857143","3970","1221.7142857142858","811.2857142857143","250.71428571428572","198.42857142857142","1588.7142857142858"
"2019-06-20T00:00:00.000Z","8","26.571428571428573","390.42857142857144","2953.1428571428573","9005.714285714286","13204","4359.714285714285","1338.2857142857142","836.2857142857143","259.7142857142857","202","1637.142857142857"
"2019-06-27T00:00:00.000Z","8.857142857142858","29","380.2857142857143","3024.1428571428573","10272.857142857143","16564.14285714286","5955.857142857143","1934.142857142857","1467.4285714285713","527.2857142857143","280.2857142857143","1732.2857142857142"
"2019-07-04T00:00:00.000Z","9","34","374.57142857142856","2876","9928","18324.571428571428","6895.285714285715","2439.285714285714","2430.1428571428573","974.7142857142857","420.42857142857144","1907"
"2019-07-11T00:00:00.000Z","9","34.714285714285715","373.14285714285717","2889","10006","18934.285714285714","7140.285714285715","2776.8571428571427","3059.8571428571427","1277.2857142857142","515.7142857142857","2059.8571428571427"
"2019-07-18T00:00:00.000Z","9","34.285714285714285","374.85714285714283","2908","10084.857142857143","19326","7364.285714285715","3002.285714285714","3618.285714285714","1529.857142857143","595.2857142857143","2185.285714285714"
"2019-07-25T00:00:00.000Z","9","35.714285714285715","373.2857142857143","2925","10193.857142857143","19577.571428571428","7528","3158.5714285714284","4022.1428571428573","1712.2857142857142","663.2857142857143","2269.714285714286"
"2019-08-01T00:00:00.000Z","9","36","368.7142857142857","2920.5714285714284","10267.714285714286","19840.428571428572","7707.142857142857","3398","4409.142857142857","1889.857142857143","728.8571428571429","2373.714285714286"
"2019-08-08T00:00:00.000Z","9","36.42857142857143","370.85714285714283","2924.714285714286","10372","20158","7960.571428571428","3632.4285714285716","4839.857142857143","2072.714285714286","800.8571428571429","2468.285714285714"
"2019-08-15T00:00:00.000Z","9","36.857142857142854","367.7142857142857","2923.285714285714","10444.285714285714","20417.428571428572","8202","3884.5714285714284","5196.428571428572","2226.285714285714","859.8571428571429","2552.285714285714"
"2019-08-22T00:00:00.000Z","9","35.42857142857143","366.2857142857143","2921.285714285714","10419.57142857143","20641","8268.42857142857","4088","5500.142857142857","2375.8571428571427","918.5714285714286","2633.714285714286"
"2019-08-29T00:00:00.000Z","9","34.285714285714285","370.42857142857144","2925.1428571428573","10492.285714285714","20976.14285714286","8377.857142857143","4271","5747","2497.285714285714","980.8571428571429","2715.285714285714"
"2019-09-05T00:00:00.000Z","9","34","370.14285714285717","2939.8571428571427","10663.142857142857","21349","8652.285714285714","4440.428571428572","5987.428571428572","2589.5714285714284","1031.7142857142858","2788.714285714286"
"2019-09-12T00:00:00.000Z","9","35.142857142857146","374.14285714285717","2990.714285714286","10659.42857142857","21691","8985.285714285714","4651.285714285715","6280.142857142857","2697.714285714286","1082.142857142857","2859.714285714286"
"2019-09-19T00:00:00.000Z","9","35.285714285714285","376.57142857142856","3014.714285714286","10160.142857142857","22272.428571428572","9295.857142857143","4938.428571428572","6587.571428571428","2852.8571428571427","1153.857142857143","2953.5714285714284"
"2019-09-26T00:00:00.000Z","9","36.57142857142857","374.2857142857143","2992.8571428571427","8403.857142857143","22574.85714285714","9647.285714285714","5237.714285714285","6926.857142857143","3020.5714285714284","1249","3074.5714285714284"
"2019-10-03T00:00:00.000Z","9","36.57142857142857","368.57142857142856","2944.285714285714","8337.142857142857","22944.571428571428","10058.57142857143","5531.428571428572","7322.714285714285","3178.5714285714284","1371.5714285714287","3226.5714285714284"
"2019-10-10T00:00:00.000Z","9","38.285714285714285","362.2857142857143","2935.714285714286","8484","23324.428571428572","10691","5874.428571428572","7817.142857142857","3395.285714285714","1531","3435.5714285714284"
"2019-10-17T00:00:00.000Z","9","38.57142857142857","365.2857142857143","2933.5714285714284","8555","23624.428571428572","11205.142857142857","6091.428571428572","8153.857142857143","3553.8571428571427","1640.4285714285713","3578.1428571428573"
"2019-10-24T00:00:00.000Z","9","39.57142857142857","361.7142857142857","2933.8571428571427","8641.285714285714","24116.714285714286","11587","6368.142857142857","8509.42857142857","3738.285714285714","1749.7142857142858","3732.5714285714284"
"2019-10-31T00:00:00.000Z","9","39","361.85714285714283","2931.285714285714","8704.42857142857","24497.14285714286","12057.857142857143","6565.714285714285","8783.142857142857","3857.4285714285716","1849.857142857143","3862.714285714286"
"2019-11-07T00:00:00.000Z","9","38.57142857142857","359.7142857142857","2947.4285714285716","8593.142857142857","24282.571428571428","12433.714285714286","6735.714285714285","8994.42857142857","3959.285714285714","1932.2857142857142","4003"
"2019-11-14T00:00:00.000Z","8.142857142857142","40","356.7142857142857","2961.1428571428573","8706.714285714286","24665","12735.42857142857","6954.142857142857","9247.285714285714","4092.714285714286","2035","4145"
"2019-11-21T00:00:00.000Z","8","40.857142857142854","351.14285714285717","2959.1428571428573","8705.714285714286","25085.571428571428","13126.714285714286","7177.428571428572","9458.857142857143","4214.428571428572","2135.8571428571427","4281.285714285715"
"2019-11-28T00:00:00.000Z","8","40","352.42857142857144","2952.714285714286","8761.857142857143","25336.285714285714","13144.857142857143","7339.142857142857","9673.42857142857","4332.714285714285","2218.285714285714","4384.428571428572"
"2019-12-05T00:00:00.000Z","8","40","348.42857142857144","2950.285714285714","8824.142857142857","25629.14285714286","13420.142857142857","7493.857142857143","9857.714285714286","4443.857142857143","2280.285714285714","4488.428571428572"
"2019-12-12T00:00:00.000Z","8","40","347.57142857142856","2963.1428571428573","8895.142857142857","25876.714285714286","13471.285714285714","7571.142857142857","10027.142857142857","4532.571428571428","2351.285714285714","4618.714285714285"
"2019-12-19T00:00:00.000Z","8","40.285714285714285","346.57142857142856","2967.714285714286","8959.57142857143","26138.428571428572","13546.285714285714","7671.285714285715","10200","4606.142857142857","2409.8571428571427","4735.857142857143"
"2019-12-26T00:00:00.000Z","8","39","348.7142857142857","2975.4285714285716","8993.857142857143","26371.14285714286","13772.57142857143","7798.142857142857","10337.42857142857","4670","2452.285714285714","4831.285714285715"
"2020-01-02T00:00:00.000Z","8","39","346.14285714285717","2978.285714285714","9063.57142857143","26729.714285714286","14064.285714285714","7926.714285714285","10489.714285714286","4727.857142857143","2497.714285714286","4925"
"2020-01-09T00:00:00.000Z","8","39.142857142857146","345.7142857142857","2979.8571428571427","9157.142857142857","27153.285714285714","14420.142857142857","8097.571428571428","10673.57142857143","4825.857142857143","2585.4285714285716","5100"
"2020-01-16T00:00:00.000Z","8","40","341.42857142857144","2978","9248.857142857143","27604.285714285714","14824.57142857143","8299.714285714286","10897.142857142857","4956.857142857143","2675","5312.571428571428"
"2020-01-23T00:00:00.000Z","8","39.285714285714285","341.57142857142856","2977","9294.57142857143","27988","15107.57142857143","8352.285714285714","11106.857142857143","5048","2775.4285714285716","5483.285714285715"
"2020-01-30T00:00:00.000Z","8","39.42857142857143","337.85714285714283","2990.1428571428573","9353.57142857143","28434.571428571428","15506.714285714286","8463","11330.142857142857","5145","2867.285714285714","5675.428571428572"
"2020-02-06T00:00:00.000Z","8.142857142857142","38.285714285714285","339.14285714285717","2998","9429.857142857143","29031.571428571428","16263.42857142857","8727.142857142857","11694.857142857143","5280.571428571428","2982.8571428571427","5901.714285714285"
"2020-02-13T00:00:00.000Z","9","39.42857142857143","336.57142857142856","2996.8571428571427","9584","29994.428571428572","17185.428571428572","9206.285714285714","12303.57142857143","5508.714285714285","3168.8571428571427","6340.571428571428"
"2020-02-20T00:00:00.000Z","9","41","333.42857142857144","2977","9643.714285714286","30782.14285714286","17971.428571428572","9509.714285714286","12798.142857142857","5700.285714285715","3328.285714285714","6736"
"2020-02-27T00:00:00.000Z","9","40","334.2857142857143","2977","9788.857142857143","31418.428571428572","18661.14285714286","9804.857142857143","13209.285714285714","5858.142857142857","3476.5714285714284","7113.142857142857"
"2020-03-05T00:00:00.000Z","9","38.57142857142857","332.2857142857143","2995.8571428571427","9941.57142857143","32244","19210.714285714286","10175.285714285714","13664.714285714286","6039.285714285715","3616.8571428571427","7486.714285714285"
"2020-03-12T00:00:00.000Z","9","41.285714285714285","310.85714285714283","2914.5714285714284","10069","33351.142857142855","20131.571428571428","10757.857142857143","14176.714285714286","6290.571428571428","3756.5714285714284","7741.142857142857"
"2020-03-19T00:00:00.000Z","8.285714285714286","42.714285714285715","302.42857142857144","2890","10222.142857142857","34296.42857142857","20751.571428571428","10983.57142857143","14557.57142857143","6519.285714285715","3896.5714285714284","8029.428571428572"
"2020-03-26T00:00:00.000Z","8","43.57142857142857","299.85714285714283","2896.285714285714","10402.285714285714","35000.142857142855","21236.428571428572","11113.57142857143","14818.857142857143","6637.142857142857","3990","8231.57142857143"
"2020-04-02T00:00:00.000Z","8","43.714285714285715","296","2898.1428571428573","10571.285714285714","35742.42857142857","21798.571428571428","11315.285714285714","15075.857142857143","6762.285714285715","4066.8571428571427","8444.42857142857"
"2020-04-09T00:00:00.000Z","8","43.142857142857146","293.42857142857144","2900.5714285714284","10641.714285714286","36368.857142857145","22650.14285714286","11692.57142857143","15481.142857142857","6972.571428571428","4189","8889.285714285714"
"2020-04-16T00:00:00.000Z","8","43.857142857142854","296.85714285714283","2914.1428571428573","10827.142857142857","37373","23707.85714285714","12003.57142857143","15965.57142857143","7156.857142857143","4315.142857142857","9386.42857142857"
"2020-04-23T00:00:00.000Z","8","43.57142857142857","298.57142857142856","2915.285714285714","11039.857142857143","38329","24977.428571428572","12404.285714285714","16398.285714285714","7341.428571428572","4470.428571428572","9865.142857142857"
"2020-04-30T00:00:00.000Z","8","42.857142857142854","295.85714285714283","2911.8571428571427","11163.857142857143","39138.142857142855","26304.14285714286","12921.857142857143","16821.14285714286","7538.857142857143","4623.714285714285","10357.142857142857"
"2020-05-07T00:00:00.000Z","8","43.285714285714285","296.85714285714283","2916.714285714286","11113.57142857143","40252.28571428572","27868.571428571428","13379.714285714286","17259","7777.142857142857","4818.714285714285","10866.42857142857"
"2020-05-14T00:00:00.000Z","8","43.42857142857143","296","2930.4285714285716","11256.57142857143","41327.28571428572","29390.714285714286","13842.57142857143","17712.714285714286","7992.857142857143","5008.714285714285","11321.142857142857"
"2020-05-21T00:00:00.000Z","9","44.285714285714285","290.42857142857144","2941","11413.714285714286","42314.857142857145","30750.428571428572","14412","18115.571428571428","8188.571428571428","5178.571428571428","11748.142857142857"
"2020-05-28T00:00:00.000Z","9","44.714285714285715","286.14285714285717","2954.1428571428573","11566.857142857143","43163.28571428572","31715.285714285714","14894","18518","8395.42857142857","5331.571428571428","12119.142857142857"
"2020-06-04T00:00:00.000Z","9","43.714285714285715","283.7142857142857","2957","11779.714285714286","44013","32716.14285714286","15305.285714285714","19027.714285714286","8621.714285714286","5477.428571428572","12516.857142857143"
"2020-06-11T00:00:00.000Z","9","45.42857142857143","282.14285714285717","2974.714285714286","11917.285714285714","44987.42857142857","33781","15577","19488.85714285714","8840.285714285714","5617.571428571428","12914.285714285714"
"2020-06-18T00:00:00.000Z","9","45.142857142857146","284.2857142857143","2963.5714285714284","12131","45785.42857142857","34454.57142857143","15866.42857142857","19908.14285714286","9055.142857142857","5741.142857142857","13210.714285714286"
"2020-06-25T00:00:00.000Z","9","44.285714285714285","292.42857142857144","2954.1428571428573","12356.42857142857","46791.142857142855","35258.57142857143","16247.714285714286","20546.428571428572","9304.714285714286","5880.571428571428","13669.714285714286"
"2020-07-02T00:00:00.000Z","9","44.285714285714285","285.57142857142856","2961.4285714285716","12366.42857142857","44130","35524.857142857145","16171.42857142857","21173.714285714286","9523.42857142857","6025.428571428572","14181.857142857143"
"2020-07-09T00:00:00.000Z","8","47","281.7142857142857","2938.4285714285716","12404.57142857143","43918.28571428572","37220.71428571428","16574.85714285714","22897.428571428572","10094.57142857143","6298.142857142857","15025.142857142857"
"2020-07-16T00:00:00.000Z","8","48.285714285714285","276.7142857142857","2912.285714285714","12433.142857142857","45018.857142857145","39574.142857142855","17710.571428571428","24800.428571428572","10882","6610.142857142857","16000.142857142857"
"2020-07-23T00:00:00.000Z","8","50.142857142857146","275.2857142857143","2898.285714285714","12473.142857142857","45896.42857142857","41272.28571428572","17727.428571428572","20827.285714285714","11369.142857142857","6782.428571428572","16659.285714285714"
"2020-07-30T00:00:00.000Z","8","50","272.2857142857143","2893.285714285714","12588.285714285714","46981.42857142857","43062.28571428572","18785.428571428572","19554.571428571428","11815.857142857143","6972.571428571428","17204.714285714286"
"2020-08-06T00:00:00.000Z","8","49.75","274","2894","12821.25","44525.25","45400.75","20338.75","20550.25","12274","7196","17934.5"
