datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volume,marketcap,chainlink_daily_active_addresses,new_unique_add,real.vol,Price,Daily Active Deposits,Transaction Volume,Amount held by top addresses,Amount held by top exchange addresses,Amount held by top non-exchange addresses,Age Consumed,Velocity,Coin Supply on Exchanges,Coin Supply on Exchanges (as % of total supply),Coin Supply outside of Exchanges,Exchange Inflow,Exchange Outflow,Exchange Flow Balance,balance_0xe0362,balance_0x75398,balance_0x5560d,balance_0xdad22,balance_0xbe697,balance_0xf37c3,balance_nodeops,Total_supply,Sum_treasury,Circulating_supply,Amount held by top addresses (% total supply),Amount held by top addresses (% circulating supply )
2019-08-09,2.28367208423,2.17915548876,2.29440896983,2.17194236369,49294449,762704421,1321,610,29023788,2.22256224101,182,1271684,726339982,94549558,639788287,19336875,2.2640571918281984,104590067,10.459006774518112,895409932,202565,-453693,-251128,50000000,50000000,50000000,40199999,50000000,35590421,350000011,1000000000,275790420,374209569,0.726339982,0.2686985030038075
2019-08-10,2.18063082444,2.32256937472,2.38217863602,2.1527539224,88304426,812899281,1165,511,49817142,2.26171053378,169,2076142,726339982,94549558,639788287,16435894,2.0229149785260616,104241809,10.424180904534484,895758190,211981,-515275,-303294,50000000,50000000,50000000,40199999,50000000,35590421,350000011,1000000000,275790420,374209569,0.726339982,0.2686985030038075
2019-08-11,2.31957675162,2.39683570398,2.47063544047,2.27583886801,75758083,838892496,1617,560,41111787,2.34933209314,134,921573,726339982,94549558,639788287,11521288,1.9652668806707176,104288732,10.428873274076556,895711267,128880,-165802,-36921,50000000,50000000,50000000,40199999,50000000,35590421,350000011,1000000000,275790420,374209569,0.726339982,0.2686985030038075
2019-08-12,2.41324296191,2.37997778584,2.46128728687,2.34968653964,53991935,832992225,1124,502,31826664,2.4183332130200004,145,960468,726339983,94549558,639788288,6722314,1.843855225081936,104203414,10.420341444991257,895796585,231714,-201335,30379,50000000,50000000,50000000,40199999,50000000,35590421,350000012,1000000000,275790420,374209568,0.726339983,0.26869850372185033
2019-08-13,2.3861820864,2.41307994085,2.44130928335,2.32303849347,61913128,844577979,1166,476,37872850,2.3341417436099996,152,836676,726339983,94549558,639788288,45504406,2.0526308000258258,103887074,10.388707413110183,896112925,203773,-244561,-40787,50000000,50000000,50000000,40199999,50000000,35590421,350000012,1000000000,275790420,374209568,0.726339983,0.26869850372185033
2019-08-14,2.41658959465,2.27114827781,2.540318142,2.23425745756,117748507,794901897,1554,670,74426478,2.44100618524,221,1942332,724949113,93158687,639788289,131277651,1.9994268185849744,103051981,10.305198127531266,896948018,326656,-750482,-423826,50000000,50000000,50000000,40199999,50000000,35590421,350000013,1000000000,275790420,374209567,0.724949113,0.2649816807062017
2019-08-15,2.28902921422,2.41274460261,2.43176243975,2.21873281337,78723315,844460610,1510,641,39852215,2.33587108043,180,1549895,724249113,93158687,639088289,83340028,2.2194109590548035,103505047,10.350504702526097,896494952,253230,-380679,-127449,50000000,50000000,50000000,39500000,50000000,35590421,350000013,1000000000,275090421,374909566,0.724249113,0.2644869269620077
2019-08-16,2.4124823215299998,2.32189341026,2.44473945988,2.2559209318,71099709,812662693,1227,492,38457879,2.29541968189,167,2292728,724249113,93158687,639088289,77299973,2.9387532962352134,103604296,10.360429614200923,896395703,570552,-384090,186461,50000000,50000000,50000000,39500000,50000000,35590421,350000013,1000000000,275090421,374909566,0.724249113,0.2644869269620077
2019-08-17,2.32192002304,2.39338955483,2.39743957948,2.31103648886,45504193,837686344,845,369,24879687,2.3337894245200004,110,623532,724249113,93158687,639088289,54149233,1.6621252761435557,103709846,10.370984633347565,896290153,114768,-116600,-1831,50000000,50000000,50000000,39500000,50000000,35590421,350000013,1000000000,275090421,374909566,0.724249113,0.2644869269620077
2019-08-18,2.3936946734499998,2.49963993513,2.5494179721,2.37374929379,74479050,874873977,1158,515,44342785,2.4328775429400005,155,1024683,723549113,93158687,638388289,14438102,2.252717709064089,103914009,10.391400920049957,896085990,170873,-219199,-48325,50000000,50000000,50000000,38800000,50000000,35590421,350000013,1000000000,274390421,375609566,0.723549113,0.26399401925775234
2019-08-19,2.50437987809,2.50515183849,2.58882419696,2.45469800026,81955471,876803143,1305,576,47654370,2.5406542821299998,174,3510094,724216149,94525723,637688289,100380422,2.556253370534141,104649182,10.464918272412444,895350817,483826,-199064,284762,50000000,50000000,50000000,38100000,50000000,35590421,350000013,1000000000,273690421,376309566,0.724216149,0.26713568849323377
2019-08-20,2.50489188572,2.38046271023,2.53547571666,2.36528623373,71968211,833161948,1165,486,38459976,2.42994580876,167,1789726,724216149,94525723,637688289,11343349,2.4802898848783217,104670488,10.467048806860516,895329511,367528,-309796,57731,50000000,50000000,50000000,38100000,50000000,35590421,350000013,1000000000,273690421,376309566,0.724216149,0.26713568849323377
2019-08-21,2.37686765731,2.21631395845,2.38800016635,2.17083673893,94589328,775709885,1253,525,43557113,2.24122622773,210,3542232,724216149,94525723,637688289,52996885,3.3660361336457885,104015818,10.401581894831157,895984181,501777,-934763,-432986,50000000,50000000,50000000,38100000,50000000,35590421,350000013,1000000000,273690421,376309566,0.724216149,0.26713568849323377
2019-08-22,2.22203766275,2.22958144148,2.28260681793,2.1650940651,71961706,780353504,1085,454,28628500,2.19794263977,170,1750035,724216149,94525723,637688289,24488563,2.076299882703587,103585221,10.358522165032717,896414778,215171,-472057,-256886,50000000,50000000,50000000,38100000,50000000,35590421,350000013,1000000000,273690421,376309566,0.724216149,0.26713568849323377
2019-08-23,2.22900819134,2.253302195,2.30719748798,2.18798249973,85783320,788655768,1686,665,40310751,2.3000807659,227,3904045,723516149,94525723,636988289,92839843,2.7355096900277758,103634366,10.363436684309145,896365633,887391,-716733,170658,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.723516149,0.26663969316895264
2019-08-24,2.25335421505,2.18519223467,2.2615701957,2.17327461674,50546812,764817282,972,424,20693496,2.1996442816900004,171,4593495,722016149,93025723,636988289,97199531,1.5696853418809105,103371312,10.337131210030936,896628687,372204,-662359,-290154,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.722016149,0.262661014283123
2019-08-25,2.18502518795,2.08507735045,2.18746772813,2.04405640399,59471444,729777072,1017,389,27189338,2.1662345891299997,162,850018,722016149,93025723,636990426,2921464,3.259329637691087,102943734,10.294373460969776,897056265,132376,-367525,-235149,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.722016149,0.262661014283123
2019-08-26,2.08768342144,2.07684812142,2.16257221389,2.05668639642,54292215,726896842,1491,471,23006908,2.12641457662,168,1918295,722016149,93025723,636990426,27858639,2.2632881286951942,102505551,10.250555144613273,897494448,258319,-493133,-234813,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.722016149,0.262661014283123
2019-08-27,2.07767762129,2.10718134606,2.16400211796,2.02886144235,62275880,737513471,1134,480,29940818,2.08104893789,168,3604408,720516149,91525722,636990426,94033392,1.8400541408790176,102053634,10.20536346916675,897946365,181428,-386080,-204652,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.720516149,0.25868233539729335
2019-08-28,2.1109690047,1.9003865581500001,2.1109690047,1.89231639641,59193723,665135295,1095,438,28928728,2.06369228226,162,1488041,720516149,91525722,636990426,13267505,2.476110568485157,101776385,10.177638564131996,898223614,301905,-261195,40709,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.720516149,0.25868233539729335
2019-08-29,1.89975721508,1.78343260686,1.89975721508,1.75283543735,83335306,624201412,1389,502,31151875,1.82949076244,193,3516444,720516149,91525722,636990426,77041149,1.8805093015784744,104073552,10.40735526481867,895926447,644702,-519081,125620,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.720516149,0.25868233539729335
2019-08-30,1.78242210504,1.80638048678,1.88885827366,1.75245354693,57285240,632233170,932,380,21687862,1.8306301574900001,108,1335446,720516149,91525722,636990426,14821386,2.15870248616546,103706618,10.37066184505067,896293381,96392,-457536,-361143,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.720516149,0.25868233539729335
2019-08-31,1.79986764815,1.79023064781,1.84890371727,1.75096366704,51356762,626580726,791,335,17395301,1.80327037841,92,861600,720516149,91525722,636990426,2894356,1.8302757724526824,103049692,10.304969282485851,896950307,134399,-328344,-193944,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.720516149,0.25868233539729335
2019-09-01,1.78963822498,1.7752172691900001,1.8025627049300001,1.73289939424,43571942,621326044,751,334,11148194,1.7753503938300002,71,2447920,719016149,90025722,636990426,83746353,1.9241586123372456,102657072,10.265707262182568,897342927,15014,-273653,-258639,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.719016149,0.2547036565114637
2019-09-02,1.77487689182,1.8334889194400001,1.88569707457,1.7417864882,63004422,641721121,867,377,21108007,1.7469385668200001,115,1317463,719016149,90025722,636990426,6061129,2.1674452420465142,102211115,10.22111153364885,897788884,195615,-414373,-218758,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.719016149,0.2547036565114637
2019-09-03,1.83285129131,1.85439319297,1.93095817271,1.82527067939,80357312,649037618,1033,449,23082723,1.88023987084,130,2277353,719016149,90025722,636990426,11783055,2.2179312814147405,101945639,10.19456397202275,898054360,516926,-662808,-145881,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.719016149,0.2547036565114637
2019-09-04,1.85268278156,1.78524451902,1.8590309461799999,1.74924414196,70884788,624835581,948,388,22285386,1.79551621301,118,1796078,719016149,90025722,636990426,30100755,2.3296022639504823,101376125,10.137612543802417,898623874,211101,-605006,-393905,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.719016149,0.2547036565114637
2019-09-05,1.7841200611499999,1.79788363293,1.85914120424,1.7743893819699998,69409151,629259271,955,446,21609118,1.78088814787,120,938863,719016149,90025722,636990426,31797080,2.038113323102991,101134351,10.11343516847383,898865648,186230,-379004,-192774,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.719016149,0.2547036565114637
2019-09-06,1.7976907414399999,1.72902477345,1.8209215910799998,1.7108786015000002,72246954,605158671,1004,419,22297556,1.8116409835499998,114,1266824,718016149,89025722,636990426,11468544,1.9244322174572623,100629274,10.06292743651071,899370725,149073,-360778,-211704,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.718016149,0.25205120392091057
2019-09-07,1.7292598186,1.7769603716,1.80969521178,1.71975470324,71006363,621936130,761,322,16511937,1.75753319004,85,708245,718016149,89025722,636990426,5628487,1.740533196416879,100248187,10.024818730744329,899751812,83992,-330805,-246813,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.718016149,0.25205120392091057
2019-09-08,1.7768736984,1.83096430826,1.90179314944,1.7768736984,88855920,640837507,912,416,25549684,1.7942710520299998,104,503623,718016149,89025722,636990426,52754322,2.492983914984784,100065842,10.006584295892743,899934157,103383,-135568,-32185,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.718016149,0.25205120392091057
2019-09-09,1.83544827291,1.79689270327,1.8705301137900001,1.7712641528900002,96518480,628912446,1091,548,23252148,1.836430686,113,2436438,717216149,88225722,636990426,21361986,1.5846388849324655,100320459,10.032045998389236,899679540,1017902,-559348,458553,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.717216149,0.2499292418484681
2019-09-10,1.79264853406,1.8021302795,1.82811635592,1.78604099567,66969745,630745597,1038,523,16084136,1.8023672863299998,92,1968969,717216149,88225722,636990426,8100503,2.4161442046490227,99845983,9.984598343853497,900154016,157795,-396144,-238349,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.717216149,0.2499292418484681
2019-09-11,1.80153477112,1.73482677359,1.82532453353,1.72439184569,67247429,607189370,1350,758,16357205,1.7885837061299998,118,3009288,716116149,87125722,636990426,86893714,3.1069810624525505,98549413,9.854941333026604,901450586,217853,-491888,-274034,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.716116149,0.2470115439988597
2019-09-12,1.73499870781,1.7076393377299999,1.7463739786099999,1.69538327713,61903495,597673768,1789,734,15963473,1.72897715748,120,7165455,713116149,84125722,636990426,214822126,2.4714549237097847,96837345,9.683734542523373,903162654,227747,-1550558,-1322811,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.713116149,0.2390541862272004
2019-09-13,1.70928718484,1.58093309257,1.71301201217,1.5258688923100001,95116688,553326582,1891,608,43069896,1.667050032,172,4145206,711516149,82525722,636990426,139502303,2.5526920609110246,98673456,9.867345660123584,901326543,428036,-659862,-231825,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-14,1.58007726941,1.56510499627,1.63388476875,1.5394510643200001,82000174,547786748,956,384,32060375,1.61626585893,130,1476109,711516149,82525722,636990426,23555922,2.6641019991086226,98509122,9.85091222198157,901490877,290965,-556889,-265924,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-15,1.5736201732600001,1.61752526208,1.64749329926,1.56606269157,64455918,566133841,784,307,21459576,1.61110012299,103,894500,711516149,82525722,636990426,11418812,1.7284665847110032,97718292,9.771829211696938,902281707,194187,-317441,-123253,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-16,1.61852396312,1.58143503339,1.6406585330499999,1.5541601325899999,62082506,553502261,950,407,18373105,1.61013661913,114,2008964,711516149,82525722,636990426,45676962,2.111289207742084,97929524,9.792952464012057,902070475,806551,-465962,340588,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-17,1.5821530240500001,1.6294376987599999,1.66015849252,1.5622209736400001,74897533,570303194,885,340,27633412,1.5763669967700003,134,1577501,711516149,82525722,636990426,12038274,2.3692604994480413,98024410,9.80244104662022,901975589,346156,-325195,20960,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-18,1.62612203685,1.80982082391,1.84793013701,1.62529863871,112613411,633437288,1281,534,49048206,1.69734975308,190,2360724,711516149,82525722,636990426,29293653,2.5604511843408218,97100496,9.710049666128914,902899503,471963,-723067,-251103,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-19,1.80957626919,1.87586980113,1.90779223396,1.75348360518,133273165,656554430,1893,1011,60698166,1.80653924925,186,6893650,711516149,82525722,636990426,34570746,2.6994271341046447,95152194,9.515219483687288,904847805,1119112,-2711532,-1592420,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-20,1.87886108007,1.82775047503,1.87886108007,1.76612596378,75449475,639712666,1368,683,28434875,1.8187464524099999,132,2217148,711516149,82525722,636990426,21517063,2.3938714087009227,94726569,9.472656922637814,905273430,370985,-492877,-121892,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-21,1.8251947343000001,1.88940549405,1.88940549405,1.80027370992,76844379,661291922,1259,584,21437708,1.82907757423,114,2447431,711516149,82525722,636990426,35781796,1.5883730237971914,94038979,9.403897965942273,905961020,181947,-640680,-458732,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-22,1.8864307712700001,1.82140037856,1.8889014901099999,1.78272227712,63224058,637490132,1467,487,17798517,1.83211716262,101,884421,711516149,82525722,636990426,3342118,1.7563121373124193,93599358,9.35993588457124,906400641,167225,-281349,-114124,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-23,1.8171219401,1.80734740802,1.88727060209,1.78828416593,76114155,632571592,1092,524,23094829,1.8498845897999998,121,1039107,711516149,82525722,636990426,10623658,1.8094061360802065,94147978,9.414797859042425,905852021,365338,-327744,37594,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.711516149,0.23481026208231545
2019-09-24,1.80510343298,1.73580925687,2.05491584168,1.62270358905,218580527,607533239,4623,1006,96708699,1.9418179306799999,286,8368198,714184800,85194374,636990426,1131543510,2.6920006891831254,97501914,9.750191462069887,902498085,4079814,-1162516,2917298,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7141848,0.24188873234054756
2019-09-25,1.7400182494799998,1.76018853099,1.92764967703,1.6523542342100002,161634832,616065985,1641,814,57954516,1.69895839382,196,3339912,714184800,85194374,636990426,60579845,2.3842567106991424,97051801,9.70518010615154,902948198,647899,-1179551,-531652,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7141848,0.24188873234054756
2019-09-26,1.7588903281300001,1.65897596456,1.76314770839,1.55768960868,112008340,580641587,1618,653,42415460,1.7252657265400002,159,1690005,714184800,85194374,636990426,28132723,2.155908972222584,96930554,9.69305548927016,903069445,202145,-529544,-327398,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7141848,0.24188873234054756
2019-09-27,1.65559619988,1.6701612781000001,1.67634379784,1.57764854553,90213616,584556447,1207,537,22560996,1.61548448573,95,1914878,714184800,85194374,636990426,43082834,2.0436714467853645,96557240,9.655724000479086,903442759,309212,-717322,-408109,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7141848,0.24188873234054756
2019-09-28,1.6723423994000002,1.68736757816,1.70797070344,1.6553033586199999,71435513,590578652,977,443,13352686,1.6661368954299998,87,1315535,714184800,85194374,636990426,23219599,1.5534299951984545,95715839,9.571583970893677,904284160,188968,-939461,-750492,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7141848,0.24188873234054756
2019-09-29,1.68712233777,1.71653589825,1.7536420447899999,1.67458030244,85295903,600787564,1166,561,21051401,1.71322976141,108,1205599,714184800,85194374,636990426,14922333,2.0691360837610118,95787537,9.578753757088641,904212462,212894,-332899,-120004,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7141848,0.24188873234054756
2019-09-30,1.71366862975,1.76350712993,1.7706911865300001,1.6514020303799999,84068854,617227495,1210,565,19636055,1.70030138414,112,992848,713184800,84194374,636990426,15101393,1.6294350303490517,95550860,9.555086067980984,904449139,162605,-190107,-27501,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7131848,0.23923627974999445
2019-10-01,1.76794855692,1.83930789329,1.8958027379,1.75826563935,91602848,643757762,1509,670,25310105,1.7875396444799998,140,1499371,713184800,84194374,636990426,56215280,2.2511343389477103,96274881,9.62748813219244,903725118,555505,-223526,331978,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7131848,0.23923627974999445
2019-10-02,1.83766818007,2.01665999435,2.02111773635,1.82771645459,102294409,705830998,1661,774,36919632,1.9357942692099996,180,2366402,713184800,84194374,636990426,80759703,2.3010525941542195,95228605,9.52286054851334,904771394,297411,-946611,-649200,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.7131848,0.23923627974999445
2019-10-03,2.02910372482,1.9511028718999999,2.03478896056,1.90459616509,101075679,682886005,1811,725,37905361,1.99883762446,162,8142450,714456158,85465732,636990426,405610615,1.9351835232668373,98612767,9.861276765854416,901387232,4398720,-692132,3706588,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.714456158,0.24260849657061487
2019-10-04,1.9510769118,1.97881777731,1.99840792629,1.9128655025099999,77454028,692586222,1333,597,21208119,1.92378827753,121,1361812,714456158,85465732,636990426,39481420,1.9223267250843508,98300564,9.830056498141197,901699435,131352,-236979,-105626,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.714456158,0.24260849657061487
2019-10-05,1.97740443526,1.96600398967,1.98197880349,1.92217545306,96574706,688101396,1120,459,15781673,1.93677098705,97,712976,714456158,85465732,636990426,6576906,1.719611086947087,98173865,9.817386568344137,901826134,181637,-232005,-50368,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.714456158,0.24260849657061487
2019-10-06,1.9635001808800001,2.18810251235,2.26863572032,1.9635001808800001,126356581,765835879,2408,914,60855179,2.07156875773,249,1264368,714456158,85465732,636990426,16809751,2.6547302485423385,98325380,9.832538090760853,901674619,282855,-315457,-32602,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.714456158,0.24260849657061487
2019-10-07,2.19194329878,2.40185892281,2.48847256967,2.1291452199,202190934,840650622,2263,1025,84711061,2.24333180742,299,1514333,714456158,85465732,636990426,19228619,2.7509376584288843,98324532,9.832453236547426,901675467,419172,-429017,-9845,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.714456158,0.24260849657061487
2019-10-08,2.40446408711,2.57811099827,2.62746853595,2.28243617467,224096109,902338849,2204,1007,106618262,2.5471909093800003,267,2245289,714456158,85465732,636990426,19249863,2.534458767486133,97357612,9.735761242003084,902642387,334152,-1067962,-733809,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.714456158,0.24260849657061487
2019-10-09,2.6007006154,2.8038526197099998,2.93917673187,2.52585076155,329507430,981348416,3127,1443,165755148,2.86945429282,433,8941042,712456158,83465732,636990426,457370053,2.646343800518681,97016280,9.701628014911117,902983719,1369473,-1668467,-298993,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-10,2.80673553962,2.6354876779,2.80755348031,2.50132575808,249559325,922420687,2241,1019,120421827,2.57730720506,270,4463847,712456158,83465732,636990426,73486892,3.2453352650655116,96678940,9.667894091903527,903321059,960008,-967652,-7643,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-11,2.6399787417000002,2.77236063214,2.80555037163,2.59490515053,200123733,970326221,1811,862,94447791,2.70262055043,199,2674405,712456158,83465732,636990426,14000751,2.641478672548625,96114555,9.611455526894616,903885444,602065,-652602,-50537,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-12,2.77215369537,2.60712324319,2.77215369537,2.57790668393,120045685,912493135,1700,816,50151652,2.68172148303,181,2626101,712456158,83465732,636990426,34787685,2.416924672338192,95167140,9.516714008470755,904832859,501300,-1328541,-827241,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-13,2.60268393949,2.49745815388,2.64665692533,2.45987752015,107136821,874110353,1445,655,44163134,2.56792894875,169,1582008,712456158,83465732,636990426,32855284,3.0195888512265587,95087411,9.50874111720897,904912588,462021,-569568,-107546,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-14,2.49789454462,2.53966717307,2.65903815134,2.47119207998,116069815,888883510,1450,681,48325795,2.6121603177400003,167,1646558,712456158,83465732,636990426,25552771,2.5102688240546085,95528626,9.552862694207118,904471373,585429,-367222,218206,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-15,2.5413531152599997,2.39479193966,2.5952693134300002,2.3519021646400002,110301010,838177178,1603,721,44266266,2.55714205463,180,1341768,712456158,83465732,636990426,17962467,3.0492700505769803,95810671,9.58106718560517,904189328,355533,-273851,81682,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-16,2.40042032957,2.39124881671,2.41548333402,2.20435633761,158475685,836937085,1695,751,15697081,2.2785204505000003,189,2156080,712456158,83465732,636990426,25842814,3.369855773822588,95817294,9.581729493846497,904182705,621695,-770588,-148892,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-17,2.37915597748,2.42411277203,2.48430801129,2.29871934074,139155340,848439470,1496,668,64239741,2.3985117754700003,142,1652883,712456158,83465732,636990426,66152447,2.544111716192356,95574581,9.557458128299293,904425418,372163,-505645,-133482,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-18,2.43218539704,2.35856744636,2.50493202056,2.33549022616,105032862,825498606,1355,619,43542780,2.39593884362,138,2441740,712456158,83465732,636990426,83090479,2.0810941455154244,94870140,9.487014072127668,905129859,507340,-993764,-486424,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-19,2.36336414198,2.35945732158,2.39881466635,2.30250573656,85270342,825810062,1093,481,24679466,2.3594936527400003,105,1296891,712456158,83465732,636990426,6570139,2.212594931321444,94827141,9.482714113032511,905172858,248637,-330829,-82191,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-20,2.36095355588,2.44146408183,2.44146408183,2.30430061036,86836833,854512428,1704,541,27403276,2.30970464384,132,934686,712456158,83465732,636990426,44084245,2.0887448242250075,95052476,9.505247610381673,904947523,241645,-317642,-75997,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-21,2.44258585975,2.63204436932,2.67426582377,2.43997584394,174716569,921215529,1740,824,77436649,2.6260699766099997,248,2738280,712456158,83465732,636990426,69492700,2.9582467762804816,95280314,9.528031466733564,904719685,816658,-651328,165330,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-22,2.63644379464,2.60554810388,2.82278580102,2.58501749807,172462583,911941836,1916,887,82419855,2.7415167126899997,232,2598116,712456158,83465732,636990426,95066427,3.298051809018098,95620100,9.562010032794596,904379899,702133,-621114,81019,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-23,2.61313979074,2.6124985859,2.69296034047,2.4337817144000002,190350547,914374505,1824,745,52360384,2.65019974746,218,2005172,712456158,83465732,636990426,38809543,2.7342652119850066,95181188,9.518118850185015,904818811,469246,-435446,33800,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.712456158,0.23730359138950866
2019-10-24,2.61520587026,2.75163190032,2.78794485217,2.61520587026,175558916,963071165,2022,902,76204164,2.68260256269,226,4676677,710956158,81965732,636990426,195745888,2.0194183176857967,95341920,9.534192099601707,904658079,953740,-665670,288070,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.710956158,0.233324912503679
2019-10-25,2.74758515976,2.83784061145,2.92825808623,2.64662347661,210287317,993244214,2030,959,90277870,2.7413319997900003,246,2557396,710225553,83235118,634988299,24511877,2.2805356151612592,95787976,9.578797638325296,904212023,378380,-1081530,-703149,50000000,50000000,50000000,37400000,50000000,35590421,350000013,1000000000,272990421,377009566,0.710225553,0.23138701737875797
