datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volume,marketcap,chainlink_daily_active_addresses,new_unique_add,real.vol,Price,Daily Active Deposits,Transaction Volume,Amount held by top addresses,Amount held by top exchange addresses,Amount held by top non-exchange addresses,Age Consumed,Velocity,Coin Supply on Exchanges,Coin Supply on Exchanges (as % of total supply),Coin Supply outside of Exchanges,Exchange Inflow,Exchange Outflow,Exchange Flow Balance,balance_0xe0362,balance_0x75398,balance_0x5560d,balance_0xdad22,balance_0xbe697,balance_0xf37c3,balance_nodeops,Total_supply,Sum_treasury,Circulating_supply,Amount held by top addresses (% total supply),Amount held by top addresses (% circulating supply )
2019-01-13,0.410886062112,0.444260572655,0.452935053045,0.381357249218,9558625,155491200,232,50,8023695,0.420242340802,51,1088673,758898441,113628751,654033130,12445389,1.9036787450476589,124077578,12.407757873579571,875922421,271209,-175704,95504,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758898441,0.33837752855051273
2019-01-14,0.443326366257,0.485660068689,0.498073683823,0.424714588109,17594770,169981024,332,85,14940230,0.43288323284100005,77,3332164,759359013,114089323,654033130,244200060,1.8057163814800008,124024418,12.402441838784931,875975581,750019,-539301,210718,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759359013,0.33964141413542687
2019-01-15,0.489696425323,0.520637478592,0.557111388419,0.465548622402,26839397,182223118,603,170,24807604,0.501687588095,181,4395341,759513205,114243516,654033130,172258760,2.324343852847704,124898028,12.489802830182358,875101971,1884135,-916952,967183,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759513205,0.34006454243265094
2019-01-16,0.520064985435,0.497215322599,0.544165914337,0.480769116998,17998494,174025363,396,109,16630681,0.5099259133990001,107,5613558,757739426,112469736,654033130,295082842,1.8312830632462496,125613492,12.561349250825408,874386507,1199193,-859613,339579,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757739426,0.3351970000963312
2019-01-17,0.495978227495,0.483011881103,0.498846247062,0.473997960763,11096120,169054158,264,57,10398728,0.480568402042,62,2673900,758813071,113543382,654033130,45302911,1.914268849982025,126269817,12.626981746857307,873730182,1230987,-756540,474446,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758813071,0.33814325918028587
2019-01-18,0.482481233134,0.500731508034,0.507996453713,0.469494132059,8659548,175256027,226,56,7477396,0.47816269537699996,34,1335128,759261894,113992204,654033130,13998412,1.8153942598562016,126447628,12.64476280630288,873552371,315305,-125848,189457,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759261894,0.3393749035700402
2019-01-19,0.499880615416,0.49146990724,0.500850740717,0.475322232859,7015260,172014467,208,54,5204480,0.488959860689,41,1834818,759325090,114055400,654033130,156669262,1.509260204473539,126105600,12.610560051663912,873894399,404423,-550093,-145669,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.75932509,0.33954832382447214
2019-01-20,0.491417940072,0.490122567162,0.49729465251,0.471904418641,7018434,171542898,186,58,5576034,0.482406409548,28,593778,759582231,114312541,652367190,7067967,1.115305991348578,125943794,12.594379452279366,874056205,183654,-292061,-108407,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759582231,0.34025396116931816
2019-01-21,0.490851680574,0.503279936696,0.524283504147,0.476882511435,9505468,176147978,246,66,7455119,0.49169046387500004,52,803939,758544414,113274724,652367190,11681660,1.6192670038965224,125460871,12.546087131977329,874539128,331106,-158331,172774,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758544414,0.3374060200307364
2019-01-22,0.501980121514,0.540334699958,0.565395706096,0.501980121514,13998683,189117144,342,93,13872595,0.530236476226,79,1520407,759436308,114166618,652367190,102940598,2.409930031008842,125688220,12.568822011057206,874311779,354641,-506564,-151922,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759436308,0.33985352437288363
2019-01-23,0.540085709266,0.509976027783,0.551629750333,0.506791572214,10344545,178491609,270,67,10667443,0.521019884918,72,1572117,760012166,114742476,652367190,28267990,2.0341971060747754,125905184,12.59051843541434,874094815,550015,-601259,-51244,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760012166,0.34143377376962836
2019-01-24,0.509977523589,0.504242133718,0.511098927558,0.478753802672,8538515,176484746,235,61,9371968,0.494268201751,63,1816837,760621816,115352127,652367190,64658088,2.052233022776557,126202178,12.620217850557133,873797821,678687,-410047,268640,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760621816,0.34310675399170637
2019-01-25,0.507754435324,0.479479398326,0.518715098175,0.477191285127,8985524,167817789,196,38,9209557,0.504417433723,43,676189,762182515,116912826,652367190,32460220,2.0086229116218584,127446829,12.744682906095063,872553170,190550,-192526,-1975,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.762182515,0.34738956963940093
2019-01-26,0.479245231465,0.47214917483,0.491413091097,0.468377690921,5982203,165252211,165,38,5943404,0.48606707900799995,35,507892,759016275,113746585,652367190,8280497,1.3184571412807542,127100546,12.710054686449347,872899453,103076,-198289,-95213,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759016275,0.3387008844948879
2019-01-27,0.469768667,0.433748990588,0.469768667,0.430182559899,10244607,151812146,193,48,10932095,0.43908117553099996,46,2935771,758160974,112891284,652367190,56150214,1.7107097824418454,127234704,12.72347041281098,872765295,478676,-552559,-73882,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758160974,0.33635379738437604
2019-01-28,0.434097247192,0.413490114693,0.434650105865,0.357929760674,13461910,144721540,336,77,14326138,0.395968216057,84,1966861,760887953,115618263,652367190,61562453,2.1014365165868694,128983119,12.898311935244775,871016880,676825,-482659,194166,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760887953,0.3438370778453325
2019-01-29,0.4134584484,0.45523499992,0.465594200535,0.412659219373,18998439,159332249,290,76,19733893,0.42748575295900004,74,2518752,761970691,116701001,652367190,45409529,2.1742645308904778,128938384,12.893838405914499,871061615,747501,-800558,-53056,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761970691,0.3468082896220771
2019-01-30,0.453444007993,0.426928766389,0.453444007993,0.421108385765,8965899,149425068,202,42,8661593,0.436661271969,51,2229045,762161161,116891471,652367190,32460304,2.116696302460229,128786372,12.878637203592707,871213627,434417,-522124,-87707,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.762161161,0.34733097073894614
2019-01-31,0.426897861847,0.387690354953,0.440094464689,0.386335422106,7507124,135691624,214,38,7386011,0.40589489308399995,44,1057131,761245064,115975374,652367190,42379959,1.6892609403338157,128996573,12.899657316816244,871003426,160950,-168061,-7110,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761245064,0.3448170493701197
2019-02-01,0.387353709651,0.419263468526,0.43004538178,0.383755940963,5696881,146742213,190,51,6611992,0.40946352425899996,41,553016,761261196,115991506,652367190,2752600,1.6171086820018967,128533192,12.853319204890887,871466807,48276,-319368,-271091,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761261196,0.344861318240689
2019-02-02,0.418131503606,0.414927034577,0.431467744662,0.40193955708,4128146,145224462,163,44,4554073,0.41239029572999997,41,618433,761344593,116074903,652367190,12503970,2.0179398827711257,128351943,12.835194308844125,871648056,116672,-194536,-77864,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761344593,0.3450901733732743
2019-02-03,0.415928377081,0.39664473942,0.416679850904,0.391219491409,3857474,138825659,153,35,4792111,0.40261334560199996,34,581672,761581329,116311639,652367190,2854154,2.004783242991046,128215738,12.821573843452597,871784261,32557,-337617,-305059,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761581329,0.34573981603029696
2019-02-04,0.397265353046,0.394451796319,0.409226752499,0.388080317275,4850155,138058128,112,23,5387960,0.39516844687700003,23,76304,761608598,116338908,652367190,1199058,1.4972834393229433,128096631,12.809663113061886,871903368,33256,-22267,10989,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761608598,0.34581464666701617
2019-02-05,0.393464443381,0.421776232937,0.430440091531,0.390429532081,5865307,147621681,177,39,5750638,0.39474217478,40,312322,761854655,116584966,652367190,19456226,1.6925464151041851,127924345,12.792434587636206,872075654,110380,-131852,-21471,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761854655,0.3464898676864599
2019-02-06,0.421404305481,0.399619981684,0.422242083619,0.393127755984,5378906,139866993,179,48,5154787,0.406624453821,35,741646,760230646,114960956,652367190,20174070,1.4734339506044325,127178377,12.717837746078168,872821622,114528,-320656,-206127,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760230646,0.34203331894951783
2019-02-07,0.39995054146,0.40147423891,0.406290684802,0.393330054819,3171281,140515983,179,45,3294895,0.401438609697,37,1230037,758660473,113390784,652367190,2476318,1.1774126089465389,126204329,12.620432933615989,873795670,103151,-953180,-850029,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758660473,0.33772450508214974
2019-02-08,0.401655043901,0.436518891377,0.443173525014,0.398689863246,6900023,152781611,183,33,6784033,0.423225107485,40,873101,758826457,113556768,652367190,9135736,1.7922803796904545,125815970,12.581597031962007,874184029,213501,-357268,-143766,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758826457,0.3381799925736308
2019-02-09,0.438646362485,0.46433419057,0.479404277318,0.433020026026,6382734,162516966,206,59,6549184,0.445315685373,46,542376,759293528,114023839,652367190,3982389,1.844408570516592,125542013,12.554201396991674,874457986,137324,-223058,-85734,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759293528,0.3394617124871979
2019-02-10,0.464839114127,0.452186140587,0.480032608629,0.439995395552,7950325,158265149,194,51,7921721,0.471276590049,41,1214751,759404549,114134859,652367190,53363966,2.268115805105553,125477036,12.547703661081428,874522963,482966,-190106,292860,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759404549,0.3397663724350948
2019-02-11,0.452690783646,0.429450855114,0.452695122462,0.423228982897,5928665,150307799,205,50,5753319,0.446910492995,37,680722,757677237,112407547,652445459,7113849,1.348129652016606,125042163,12.504216391921533,874957836,148214,-316940,-168726,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757677237,0.3350263432161035
2019-02-12,0.427935747868,0.425395475395,0.434905025138,0.421507265738,4205374,148888416,165,44,3828644,0.42623509368199997,30,728101,757761423,112491734,652540372,3275966,1.756250698862701,124795228,12.479522858575153,875204771,81613,-303122,-221508,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757761423,0.3352573634949124
2019-02-13,0.426151807975,0.444044077411,0.444044077411,0.419569799307,4517364,155415427,169,46,4279176,0.42159755693800005,39,488364,757922673,112652983,652676532,18340274,1.7215986107548065,124649041,12.46490411608482,875350958,150604,-182099,-31494,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757922673,0.3356998601090518
2019-02-14,0.443531849359,0.428376206185,0.445727240304,0.422197745789,3914369,149931672,168,36,3550199,0.43424416899400003,24,804997,758163785,112894095,652765002,30504548,1.5307402431859245,124502650,12.450265053199306,875497349,245169,-282919,-37749,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758163785,0.33636151123232855
2019-02-15,0.428067253388,0.432968855529,0.442390803499,0.421697176663,3006563,151539099,119,27,2660665,0.431310369846,21,1856529,756721812,111452122,652810913,326518862,1.1353846761252462,124386193,12.438619354909052,875613806,74656,-122237,-47581,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756721812,0.3324044993242329
2019-02-16,0.43327672321,0.440510791116,0.444854973927,0.43327672321,2715140,154178776,172,53,2508721,0.436082113106,27,452819,756739723,111470033,652857174,12145959,1.4009122219016072,124282725,12.428272550672514,875717274,108428,-137831,-29402,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756739723,0.33245365006442423
2019-02-17,0.440276707281,0.457499213087,0.472938745981,0.429959825752,6623800,160124724,187,52,6760650,0.44703121485799996,36,579569,756917547,111647857,653032584,4919043,1.536742800577558,123922588,12.392258874292605,876077411,40048,-347173,-307124,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756917547,0.3329416284700845
2019-02-18,0.460617948774,0.474333042057,0.483379011668,0.454601833067,6753507,166016564,210,66,6485412,0.466646568817,41,911611,757355693,112086004,653123947,29758968,1.7471469657542733,123869468,12.386946834660554,876130531,180873,-210655,-29781,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757355693,0.33414397340961144
2019-02-19,0.473564008745,0.458156230521,0.479298978026,0.458156230521,6259916,160354680,228,72,5812570,0.47513398087,47,902181,757660953,112391263,653194332,38030456,2.140796738470102,123625975,12.362597568476884,876374024,243680,-298782,-55102,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757660953,0.3349816572324468
2019-02-20,0.458220185175,0.466109742431,0.474130555901,0.449127815703,6379429,163138409,184,45,5791480,0.469320105202,38,1424046,757864472,112594782,653314293,7743898,2.212391566495096,123603166,12.360316639469552,876396833,364240,-362329,1911,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757864472,0.3355401469590392
2019-02-21,0.466514830839,0.445462670492,0.475937174082,0.441987046361,6437539,155911934,180,43,6426972,0.46162708536799996,41,512611,757620766,112351076,653383028,13339342,1.503783631089269,122681521,12.268152169154122,877318478,79373,-230256,-150882,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757620766,0.33487137747162554
2019-02-22,0.444679805494,0.452029207229,0.459597077108,0.442612557411,4048572,158210222,154,35,3485604,0.45431945456399997,36,326397,757909158,112639468,653427220,12898132,1.7766144942350803,122750920,12.275092063950845,877249079,82542,-69009,13533,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757909158,0.33566277271841555
2019-02-23,0.45151714492,0.461888803947,0.463198369086,0.444992584193,4318600,161661081,195,60,3841889,0.452588543503,32,504659,757983658,112713968,653495357,7028626,2.1673979428779613,122571305,12.257130590996967,877428694,163023,-188064,-25040,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.757983658,0.3358672130145606
2019-02-24,0.45986532569,0.410640393381,0.464863533741,0.404810142309,6649844,143724137,232,66,6431246,0.458869754429,53,555350,756808131,111538441,653565933,26938790,1.4675448575663719,122508453,12.250845341275712,877491546,201915,-79753,122161,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756808131,0.33264137290709117
2019-02-25,0.40895591376,0.470638463639,0.470638463639,0.406953032657,7817870,164723462,220,59,140548,0.424089870583,40,3129035,754949360,109679670,653675249,684324104,1.1790255311046942,121628151,12.162815151234193,878371848,112986,-896234,-783248,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.75494936,0.32754059849493306
2019-02-26,0.473248640189,0.437896879676,0.475702870566,0.435919653969,6513323,153263908,215,51,6468968,0.44425918154700006,41,1741321,755659882,110390192,653379683,133230192,1.7958177188252458,122021794,12.202179416053335,877978205,489852,-241454,248398,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.755659882,0.32949038813382636
2019-02-27,0.438511415682,0.431196652316,0.447848664447,0.422567021783,3704665,150918828,198,44,3709096,0.443404581004,29,406119,756069635,110799945,653424022,2861366,1.48672039573594,122112973,12.211297309645461,877887026,55928,-226156,-170228,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756069635,0.33061481799511916
2019-02-28,0.431166992248,0.427420577979,0.445228253687,0.422574310899,3941978,149597202,191,41,4153777,0.427523388586,38,981016,756260185,110990495,653494474,58539526,1.9723771857336798,122111205,12.211120558683982,877888794,259727,-279807,-20079,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756260185,0.3311377186451921
2019-03-01,0.427210228566,0.431784968943,0.442586922966,0.42361869737,3667814,151124739,161,44,3650408,0.425763319433,32,312820,756386231,111116541,653494474,8751745,1.7176285782058465,121891021,12.1891021259589,878108978,56840,-172034,-115193,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756386231,0.3314836096729491
2019-03-02,0.431176353408,0.427786768967,0.438277760819,0.423016343426,2339648,149725369,172,42,2326069,0.43005952853,28,186917,756415812,111146122,653538422,2837780,1.5749362759075538,121770498,12.177049880372305,878229501,74349,-56102,18247,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756415812,0.3315647848192614
2019-03-03,0.426734782225,0.423621852587,0.4329579009,0.422492317043,1850385,148267648,167,48,1816649,0.429109393754,34,194810,756584430,111314740,653538422,7744537,1.7245166817857538,121766314,12.176631473478071,878233685,51158,-73551,-22393,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.75658443,0.33202750044148127
2019-03-04,0.422796713285,0.408108369548,0.427506353989,0.400721061369,3710904,142837929,175,39,3903407,0.40621086655,45,598784,755546102,110276412,653338422,9888005,1.4566390944015604,122023843,12.20238437264176,877976156,110374,-199033,-88658,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.755546102,0.32917815703455955
2019-03-05,0.407985284539,0.43299727215,0.43317421709,0.406767357909,6561918,151549045,200,46,7850116,0.41949935155400003,45,1365066,755683256,110413566,653428848,40449038,1.5348867906846422,121385445,12.138544521632614,878614554,241295,-793839,-552544,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.755683256,0.32955453024768
2019-03-06,0.432833721273,0.43182109939,0.440171499763,0.424048122841,4082792,151137384,158,28,4288301,0.42789711814000003,33,425635,755903789,110634099,653519008,14384640,1.7355032911577115,121385696,12.13856969318349,878614303,153465,-82844,70621,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.755903789,0.3301597091984149
2019-03-07,0.432542960878,0.455831911879,0.477540398397,0.430242771226,7330126,159541169,225,48,7804642,0.433933506174,55,897770,756477880,111208190,653746612,26716456,1.8032682927822423,121418653,12.141865341583085,878581346,283824,-196678,87146,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.75647788,0.33173510965551817
2019-03-08,0.456682552613,0.466202156148,0.513961335184,0.456037585368,14303157,163170754,296,89,15892822,0.48555798575000003,60,1653942,756659066,111389376,653997697,54272374,2.0633872159108058,121075015,12.107501599996768,878924984,353379,-528373,-174993,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756659066,0.33223231394407293
2019-03-09,0.466667615259,0.47745611912,0.483478289722,0.457447789317,7457248,167109641,224,57,8561716,0.469461748907,47,627551,756798143,111528453,654113755,18732467,1.759257807715828,120924341,12.092434189720654,879075658,168275,-237732,-69456,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.756798143,0.3326139641865825
2019-03-10,0.478048603603,0.50176812384,0.546149101057,0.47148582068,14548536,175618843,243,73,16736513,0.496022266405,62,349685,755690343,110420653,654230141,29720174,1.5570001413076635,120527847,12.052784754223502,879472152,70261,-106360,-36098,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.755690343,0.32957397814538175
2019-03-11,0.502584488264,0.466762945781,0.516784647687,0.46276200457,11192616,163367031,264,73,13767337,0.482435513011,53,971592,755654216,110384526,654276509,73648684,1.6592419702272077,119785053,11.97850539424672,880214946,213235,-494804,-281568,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.755654216,0.3294748396946592
2019-03-12,0.468988582056,0.488551861623,0.50667105834,0.461122534595,9177232,170993151,236,65,10983751,0.49699012259099995,45,495896,754598952,104390871,654320939,11471103,1.3052383887534815,119490256,11.949025652457221,880509743,77516,-293486,-215969,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.754598952,0.3265790211084688
2019-03-13,0.488497795585,0.48450991425,0.4897517434,0.473362850398,6203981,169578469,202,66,7001690,0.474346040344,38,478662,759750458,114480768,651979960,12439966,1.1263543206211093,124578366,12.457836651419726,875421633,129993,-173979,-43985,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759750458,0.3407156038230039
2019-03-14,0.484472487759,0.491097481404,0.501846103103,0.480214830552,10961574,171884118,157,38,13427329,0.48495305092200003,32,248634,760329999,115060309,651979960,14012806,1.9016626426702965,125017889,12.501788912916973,874982110,69850,-113368,-43518,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760329999,0.3423059599796238
2019-03-15,0.490593028682,0.490086779461,0.497046764939,0.487662105332,3912307,171530372,175,38,4805606,0.494873821048,28,159289,761035738,115766048,651979960,4617202,1.345577491082435,125447020,12.544702026470473,874552979,16690,-104126,-87435,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761035738,0.3442426242770881
2019-03-16,0.490123150777,0.485914660127,0.495906052641,0.477490904125,7200665,170070131,160,38,9334104,0.488272086281,33,512214,761287308,116017618,651979960,5974515,2.2394650504817326,125518672,12.551867284819375,874481327,147247,-214395,-67148,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761287308,0.34493297387844657
2019-03-17,0.485641744974,0.483684815102,0.488046140324,0.4773225371,7196927,169289685,156,36,9117719,0.483414768287,28,568162,761387463,116117773,651979960,10537233,1.4196098845835938,125156153,12.5156153962639,874843846,36547,-446062,-409514,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761387463,0.3452078157289218
2019-03-18,0.484229574147,0.480714048126,0.486447209231,0.471952178012,3415763,168249916,186,39,4157674,0.478019443019,48,387740,761525725,116256036,651979960,7554936,1.2013426605541426,125695443,12.569544319062555,874304556,68605,-172302,-103697,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761525725,0.3455872294769165
2019-03-19,0.480655319683,0.485390721465,0.485467848255,0.474221994862,2894766,169886752,166,36,3371077,0.481168280374,36,2815972,759675539,114405849,651979960,32517214,1.100577952442606,125117470,12.511747001608171,874882529,97829,-674463,-576633,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759675539,0.34051001372170336
2019-03-20,0.485133999043,0.486085922728,0.493948408685,0.478559085699,3511170,170130072,182,44,4026291,0.482990570489,37,671079,759869696,114600006,651979960,41367860,2.0980201332304502,125039719,12.5039719033074,874960280,190050,-124799,65251,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759869696,0.3410428125751078
2019-03-21,0.486200711576,0.461060795862,0.48708452518,0.449624298741,4652788,161371278,180,44,4966300,0.48204924011000005,33,434698,758442814,113173124,651979960,10481868,1.369267399172147,124720835,12.47208350387042,875279164,151844,-133968,17875,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758442814,0.33712721286176545
2019-03-22,0.460016007673,0.466445765386,0.46931402259,0.452950436989,3835633,163256017,158,33,4448325,0.45794999237899997,29,888141,758577978,113308288,651979960,24004167,2.034956074488309,124558788,12.455878889746266,875441211,259662,-329832,-70170,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758577978,0.33749812518643857
2019-03-23,0.46622823049,0.463083528121,0.467980894144,0.45914178524,2494600,162079234,139,32,2524307,0.46178963395000006,26,359431,758836811,113567121,651979960,1401205,2.118593233575509,124609125,12.460912524223193,875390874,125069,-80361,44708,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758836811,0.3382084056585474
2019-03-24,0.463183870806,0.456630688628,0.463754448766,0.452961710885,3102163,159820741,168,43,3344495,0.454278104324,27,635677,758948256,113678566,651979960,12906249,1.878161894006826,124525141,12.452514128460285,875474858,115376,-172763,-57386,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.758948256,0.33851422913242496
2019-03-25,0.457155286437,0.476395443212,0.491401316484,0.450292936129,8467626,166738405,204,56,8455437,0.456281720585,43,166010,759204080,113934390,651979960,12810822,1.5867390070365501,124560123,12.4560123864254,875439876,58722,-42636,16085,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.75920408,0.33921625241190156
2019-03-26,0.476081358612,0.463600843949,0.482511530949,0.453717879448,6231819,162260295,194,54,5676168,0.469701285585,38,601606,759464239,114194549,651979960,10879801,1.3863748089861163,124812882,12.48128820686901,875187117,393927,-75792,318135,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.759464239,0.33993017164686523
2019-03-27,0.464116765373,0.49987076768,0.503665562819,0.461458910692,6237410,174954768,198,45,6747747,0.477902026936,43,279389,760171665,114901975,651979960,3575899,2.6585052836354177,124856246,12.485624693115456,875143753,90769,-81667,9102,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760171665,0.34187146535076707
2019-03-28,0.500560821589,0.503459360626,0.515642253804,0.492194757882,6329644,176210776,203,50,7179093,0.495609896655,43,667811,760552000,115282310,651979960,26477979,1.7501575903433495,124988300,12.498830084263554,875011699,259973,-222805,37168,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760552,0.34291516736465055
2019-03-29,0.503026310125,0.499502088528,0.504276357881,0.490940128908,4239834,174825730,209,52,4965560,0.49659902221999996,42,571157,760735165,115465475,651979960,59251663,1.6109146165101935,125011888,12.501188874758473,874988111,214756,-177618,37138,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760735165,0.34341780235583713
2019-03-30,0.499082137908,0.494277774853,0.517915409611,0.484091828769,3395827,172997221,152,40,3251713,0.4878544283199999,23,177190,760857917,115588228,651979960,15014551,1.536411507504007,125029308,12.502930885318882,874970691,42865,-80681,-37816,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.760857917,0.343754654103923
2019-03-31,0.493806449207,0.507613137005,0.534780835235,0.488119167978,9259722,177664597,221,67,9868078,0.530695456586,44,609338,761615524,116345834,651979960,15263821,1.9551244611063028,125556557,12.55565571859144,874443442,191295,-255662,-64366,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761615524,0.345833652754145
2019-04-01,0.508160861116,0.556137820646,0.557899544533,0.502701114833,11605650,194648237,227,78,12331629,0.513812337477,40,305340,761879627,116609937,651979960,6190280,1.8917869270994785,125623120,12.562312055032574,874376879,116297,-126759,-10461,50000000,50000000,50000000,50000000,50000000,35590421,350000011,1000000000,285590421,364409568,0.761879627,0.34655839497606167
