datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volume,marketcap
2018-08-04 11:00:00+00:00,0.280329869,0.283365675,0.2835725848,0.2790049434,1181826.0,99177986.0
2018-08-04 12:00:00+00:00,0.282838,0.274431,0.282838,0.273825,1109150.0,96050850.0
2018-08-04 13:00:00+00:00,0.274167,0.266224,0.276872,0.266224,1290120.0,93178400.0
2018-08-04 14:00:00+00:00,0.2651866475,0.255524,0.265187,0.25510109140000004,1345810.0,89433399.0
2018-08-04 15:00:00+00:00,0.2554899261,0.2529972821,0.256645,0.250059,1334040.0,88549049.0
2018-08-04 16:00:00+00:00,0.252824,0.252929,0.254593,0.252459267,1341750.0,88525150.0
2018-08-04 17:00:00+00:00,0.252793,0.250695,0.253198,0.2485266828,1356700.0,87743250.0
2018-08-04 18:00:00+00:00,0.2506174499,0.250035,0.250835,0.249021,1351420.0,87512250.0
2018-08-04 19:00:00+00:00,0.24938577010000001,0.254759,0.2556919608,0.249206,1411340.0,89165650.0
2018-08-04 20:00:00+00:00,0.254961,0.252593,0.254961,0.25198607160000003,1333390.0,88407550.0
2018-08-04 21:00:00+00:00,0.2533464767,0.257031,0.25858,0.253165,1319810.0,89960850.0
2018-08-04 22:00:00+00:00,0.2572220575,0.255845,0.2582034988,0.255845,1312780.0,89545750.0
2018-08-04 23:00:00+00:00,0.2565397193,0.257989,0.258789,0.2555056144,1284510.0,90296150.0
2018-08-05 00:00:00+00:00,0.2568471167,0.251518,0.257437,0.251518,1309080.0,88031300.0
2018-08-05 01:00:00+00:00,0.2508432284,0.24862,0.2516519208,0.24862,1346800.0,87017000.0
2018-08-05 02:00:00+00:00,0.2484687358,0.246676,0.2484687358,0.244984413,1351400.0,86336600.0
2018-08-05 03:00:00+00:00,0.2457009166,0.2432329615,0.246273,0.2420904429,1426578.0,85131537.0
2018-08-05 04:00:00+00:00,0.244161,0.24527,0.2467087551,0.242065,1440750.0,85844500.0
2018-08-05 05:00:00+00:00,0.245465784,0.245861,0.24640062840000002,0.24402353840000002,1420910.0,86051350.0
2018-08-05 06:00:00+00:00,0.2447550785,0.244766,0.246696,0.2447550785,1284090.0,85668100.0
2018-08-05 07:00:00+00:00,0.24489617060000002,0.247268,0.2476443315,0.2444357541,1271830.0,86543800.0
2018-08-05 08:00:00+00:00,0.24706989610000002,0.246696,0.2485335401,0.2451207332,1288590.0,86343600.0
2018-08-05 09:00:00+00:00,0.24746477930000002,0.250879,0.250879,0.24746477930000002,1306550.0,87807650.0
2018-08-05 10:00:00+00:00,0.25119742440000004,0.2494423957,0.251461,0.2485933032,1337643.0,87304839.0
2018-08-05 11:00:00+00:00,0.249209,0.251037,0.2522194571,0.249209,1343780.0,87862950.0
2018-08-05 12:00:00+00:00,0.2512907904,0.25298,0.25298,0.2500048903,1356180.0,88543000.0
2018-08-05 13:00:00+00:00,0.25337510620000003,0.252749,0.25337510620000003,0.249922,1135270.0,88462150.0
2018-08-05 14:00:00+00:00,0.25188454320000003,0.250187,0.25188454320000003,0.2487921794,1027780.0,87565450.0
2018-08-05 15:00:00+00:00,0.249698,0.253357,0.25409,0.249698,1007780.0,88674950.0
2018-08-05 16:00:00+00:00,0.2534613549,0.2533274352,0.2542964611,0.251583,983257.0,88664602.0
2018-08-05 17:00:00+00:00,0.253098,0.252645,0.25319160560000004,0.252645,957070.0,88425750.0
2018-08-05 18:00:00+00:00,0.2525008783,0.251162,0.2543973549,0.250354,942756.0,87906700.0
2018-08-05 19:00:00+00:00,0.2512925896,0.254688,0.2546884386,0.2510582383,874269.0,89140800.0
2018-08-05 20:00:00+00:00,0.2531166139,0.253361,0.254199,0.2518666817,884643.0,88676350.0
2018-08-05 21:00:00+00:00,0.2519101903,0.25320594490000004,0.254546,0.2519101903,880697.0,88622081.0
2018-08-05 22:00:00+00:00,0.253249,0.255505,0.2560563194,0.253249,877086.0,89426750.0
2018-08-05 23:00:00+00:00,0.2539259856,0.253947,0.254143588,0.25304401120000003,866923.0,88881449.0
2018-08-06 00:00:00+00:00,0.2542494263,0.2555831401,0.257266,0.253659,825712.0,89454099.0
2018-08-06 01:00:00+00:00,0.2554641023,0.258469,0.258469,0.2552845937,786081.0,90464150.0
2018-08-06 02:00:00+00:00,0.2590201096,0.255214,0.25961225190000004,0.253823,760962.0,89324900.0
2018-08-06 03:00:00+00:00,0.2549162302,0.253303,0.255596,0.2530249808,693377.0,88656050.0
2018-08-06 04:00:00+00:00,0.25298677610000003,0.256515,0.257524,0.2527517949,647409.0,89780250.0
2018-08-06 05:00:00+00:00,0.2569871555,0.254875,0.2571309784,0.253926,639434.0,89206250.0
2018-08-06 06:00:00+00:00,0.2545030931,0.25647492040000003,0.25794511270000003,0.254411,608707.0,89766222.0
2018-08-06 07:00:00+00:00,0.256709,0.253045,0.257456,0.2527645537,597019.0,88565750.0
2018-08-06 08:00:00+00:00,0.253029,0.249548,0.2545603356,0.24924,582024.0,87341800.0
2018-08-06 09:00:00+00:00,0.249314,0.247491,0.2524560521,0.247491,581234.0,86621850.0
2018-08-06 10:00:00+00:00,0.245885,0.24914,0.24914,0.245793,563636.0,87199000.0
2018-08-06 11:00:00+00:00,0.248746,0.251732,0.2524835668,0.2485485278,541189.0,88106200.0
2018-08-06 12:00:00+00:00,0.2525114928,0.251767,0.2527413287,0.250856,509615.0,88118450.0
2018-08-06 13:00:00+00:00,0.2512034195,0.248534,0.251323,0.247799,485832.0,86986900.0
2018-08-06 14:00:00+00:00,0.248767,0.2451431964,0.252737,0.244724,454470.0,85800119.0
2018-08-06 15:00:00+00:00,0.244074,0.24782,0.248748,0.24331497440000002,466693.0,86737000.0
