datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volumefrom_LINK_Binance,volumeto_BTC_Binance,volumefrom_LINK_Binance_1,volumeto_BTC_Binance_1,volumefrom_LINK_Binance_2,volumeto_ETH_Binance,volumefrom_LINK_Binance_3,volumeto_USDC_Binance,volumefrom_LINK_Binance_4,volumeto_USDT_Binance,volumefrom_LINK_binanceus,volumeto_USD_binanceus,volumefrom_LINK_binanceusa,volumeto_USD_binanceusa,volumefrom_LINK_Coinbase,volumeto_USD_Coinbase,volumefrom_LINK_Coinbase_8,volumeto_ETH_Coinbase,volumefrom_LINK_Gemini,volumeto_USD_Gemini,volumefrom_LINK_Gemini_10,volumeto_BTC_Gemini,volumefrom_LINK_Kraken,volumeto_BTC_Kraken,volumefrom_LINK_Kraken_12,volumeto_ETH_Kraken,volumefrom_LINK_Kraken_13,volumeto_USD_Kraken,volumefrom_LINK_BitTrex,volumeto_USDT_BitTrex,volumefrom_LINK_BitTrex_15,volumeto_BTC_BitTrex,volumefrom_LINK_BitTrex_16,volumeto_ETH_BitTrex,volumefrom_LINK_Poloniex,volumeto_USDT_Poloniex,volumefrom_LINK_Poloniex_18,volumeto_BTC_Poloniex,volumefrom_LINK_uniswap,volumeto_ETH_uniswap,Sum_volfrom_Link_Binance,Sum_volfrom_Link_Coinbase,Sum_volfrom_Link_Gemini,Sum_volfrom_Link_Kraken,Sum_volfrom_Link_BitTrex,Sum_volfrom_Link_Poloniex,Sum_volfrom_Link_uniswap,Sum_volfrom_Link_Binance_usd,Sum_volfrom_Link_Coinbase_usd,Sum_volfrom_Link_Gemini_usd,Sum_volfrom_Link_Kraken_usd,Sum_volfrom_Link_BitTrex_usd,Sum_volfrom_Link_Poloniex_usd,Sum_volfrom_Link_uniswap_usd,Sum_volfrom_Link_all,Sum_volfrom_Link_allcex,Sum_volfrom_Link_all_usd,Sum_volfrom_Link_allcex_usd
2019-10-31,2.62405039789,2.73792997355,2.7573530433,2.55790373477,4336722,1257,4336722,1257,297984,4357,70411,187521,3948187,10491393,42818,113926,42818,113926,1526931,4079563,237696,3480,0,0,0,0,12062,3,1288,18,37613,100138,0,0,0,0,0,0,0,0,0,0,0,0,13075662,1764627,0,50963,0,0,0,35800246.91380874,4831425.155435616,0.0,139533.12524202865,0.0,0.0,0.0,14891252,14891252,40771205.19448639,40771205.19448639
2019-11-01,2.7402497256,2.71949695672,2.79513946523,2.66252996295,4229009,1253,4229009,1253,232732,3480,34703,93557,3640984,9853449,23247,63428,23247,63428,1167545,3172916,112877,1690,0,0,0,0,18563,5,20884,316,28425,77464,0,0,0,0,0,0,0,0,0,0,0,0,12412931,1280422,0,67872,0,0,0,33756928.07847535,3482103.732317336,0.0,184577.69744649983,0.0,0.0,0.0,13761225,13761225,37423609.50823918,37423609.50823918
2019-11-02,2.71775924669,2.71036613087,2.75684456209,2.69104048024,2343908,684,2343908,684,100124,1482,18059,48988,1869568,5062201,11551,31419,11551,31419,772004,2099609,28967,428,0,0,0,0,19318,5,1386,20,12047,32666,0,0,0,0,0,0,0,0,0,0,0,0,6698669,800971,0,32751,0,0,0,18155845.57950881,2170924.6702090744,0.0,88767.20115212337,0.0,0.0,0.0,7532391,7532391,20415537.450870007,20415537.450870007
2019-11-03,2.71622219581,2.67179782436,2.71938932653,2.6471361672800002,1904765,551,1904765,551,64864,950,19550,52210,1605358,4279276,10119,26975,10119,26975,743596,1981995,33589,492,0,0,0,0,8996,2,917,13,11846,31593,0,0,0,0,0,0,0,0,0,0,0,0,5519540,777185,0,21759,0,0,0,14747094.963467995,2076481.1921252266,0.0,58135.64886024924,0.0,0.0,0.0,6318484,6318484,16881711.80445347,16881711.80445347
2019-11-04,2.67019012148,2.68675194325,2.7284656161900003,2.6482076063299997,2516912,725,2516912,725,168085,2438,27110,73276,2196873,5892357,31573,86224,31573,86224,1009753,2705783,60255,873,0,0,0,0,19238,5,1344,19,26153,70467,0,0,0,0,0,0,0,0,0,0,0,0,7489038,1070008,0,46735,0,0,0,20121187.399573095,2874846.073293046,0.0,125565.35206778874,0.0,0.0,0.0,8605781,8605781,23121598.824933928,23121598.824933928
2019-11-05,2.68361458457,2.6826620439,2.69993974299,2.64259731122,2121487,605,2121487,605,107053,1524,50430,134744,1899658,5065026,47197,126670,47197,126670,997988,2659878,47277,671,0,0,0,0,14086,4,1536,21,86725,230103,0,0,0,0,0,0,0,0,0,0,0,0,6394509,1045265,0,102347,0,0,0,17154306.583676945,2804092.741317134,0.0,274562.4122070333,0.0,0.0,0.0,7542121,7542121,20232961.737201113,20232961.737201113
2019-11-06,2.6825445273,2.74021515571,2.80955078675,2.65801334279,2880326,840,2880326,840,241285,3458,58565,158381,2983905,8115533,32473,88912,32473,88912,1482525,4039901,107010,1522,0,0,0,0,14670,4,1824,26,77177,208876,0,0,0,0,0,0,0,0,0,0,0,0,9109353,1589535,0,93671,0,0,0,24961587.149312355,4355667.897531495,0.0,256678.69385051142,0.0,0.0,0.0,10792559,10792559,29573933.740694363,29573933.740694363
2019-11-07,2.7411702636,2.6907416055,2.74833459889,2.63239282418,2417614,702,2417614,702,152054,2182,16724,44824,3209987,8607304,23010,61620,23010,61620,1416158,3796111,40006,573,0,0,0,0,33673,9,1443,20,74771,200441,0,0,0,0,0,0,0,0,0,0,0,0,8260013,1456164,0,109887,0,0,0,22225560.641070873,3918161.059231302,0.0,295677.52280357847,0.0,0.0,0.0,9826064,9826064,26439399.22310575,26439399.22310575
2019-11-08,2.69020066438,2.71664107869,2.72991469323,2.64344222847,3512637,1058,3512637,1058,187564,2728,30905,83018,2766561,7426153,33159,89075,33159,89075,1409834,3777557,59999,871,0,0,0,0,39787,12,713,10,24694,66190,0,0,0,0,0,0,0,0,0,0,0,0,10076622,1469833,0,65194,0,0,0,27374565.259631384,3993008.7066141586,0.0,177108.69848411586,0.0,0.0,0.0,11611649,11611649,31544682.66472966,31544682.66472966
2019-11-09,2.7159445398799997,2.8035117014099997,2.85696043885,2.71569590534,5093597,1606,5093597,1606,260642,3942,43292,120480,4465798,12432500,52498,146884,52498,146884,1755855,4888703,101862,1541,0,0,0,0,84108,27,6412,88,29802,83504,0,0,0,0,0,0,0,0,0,0,0,0,15061922,1857717,0,120322,0,0,0,42226274.57272471,5208131.347408281,0.0,337324.134937054,0.0,0.0,0.0,17039961,17039961,47771730.05507004,47771730.05507004
2019-11-10,2.80750547933,2.78264568849,2.847332684,2.74191183988,3315643,1036,3315643,1036,197347,2925,13742,38222,2479423,6915570,24995,69733,24995,69733,943256,2627223,64670,957,0,0,0,0,38685,12,1427,21,52026,145191,0,0,0,0,0,0,0,0,0,0,0,0,9371788,1007926,0,92138,0,0,0,26078365.471642323,2804700.9382169717,0.0,256387.40844609163,0.0,0.0,0.0,10471852,10471852,29139453.818305384,29139453.818305384
2019-11-11,2.78253577289,2.750325933,2.78253577289,2.69069710515,2355335,730,2355335,730,83904,1225,49493,135021,2045602,5566521,29444,80152,29444,80152,706564,1926176,48777,712,0,0,0,0,13531,4,508,7,24605,67036,0,0,0,0,0,0,0,0,0,0,0,0,6948557,755341,0,38644,0,0,0,19110796.51402868,2077433.940558153,0.0,106283.595354852,0.0,0.0,0.0,7742542,7742542,21294514.049941685,21294514.049941685
2019-11-12,2.74946762207,2.81781138651,2.86515939303,2.74315630206,3811540,1220,3811540,1220,164827,2495,41911,116370,3033337,8493216,38536,108785,38536,108785,1285265,3616723,96878,1468,0,0,0,0,56517,18,4451,68,36619,102185,0,0,0,0,0,0,0,0,0,0,0,0,10940227,1382143,0,97587,0,0,0,30827496.211604137,3894618.283185091,0.0,274981.7597753514,0.0,0.0,0.0,12419957,12419957,34997096.254564576,34997096.254564576
2019-11-13,2.81433396047,3.0189696114,3.06705271258,2.79111528507,6588297,2231,6588297,2231,448782,7155,76984,229091,6191513,18365530,86299,253844,86299,253844,2843903,8437103,245710,3873,0,0,0,0,112228,38,4788,76,85182,254139,0,0,0,0,0,0,0,0,0,0,0,0,20066471,3089613,0,202198,0,0,0,60580066.157039374,9327447.75798639,0.0,610429.6174858572,0.0,0.0,0.0,23358282,23358282,70517943.53251162,70517943.53251162
2019-11-14,3.01581939736,3.06303569628,3.1782522004900002,2.95766123754,8374675,2983,8374675,2983,506812,8467,66806,206314,6169896,19044023,83687,257917,83687,257917,2943615,9067985,214962,3601,0,0,0,0,107686,38,5379,89,201543,622862,0,0,0,0,0,0,0,0,0,0,0,0,23660238,3158577,0,314608,0,0,0,72472153.57648052,9674834.100448994,0.0,963655.5343352583,0.0,0.0,0.0,27133423,27133423,83110643.21126477,83110643.21126477
2019-11-15,3.06545627667,3.0351522806,3.08441378086,2.8707350587500002,5945587,2060,5945587,2060,424216,6951,178991,522999,5318771,15707154,98938,293679,98938,293679,2424537,7156993,124063,2029,0,0,0,0,74441,25,14667,237,133263,391603,0,0,0,0,0,0,0,0,0,0,0,0,18011028,2548600,0,222371,0,0,0,54666212.71015046,7735389.10233716,0.0,674929.8477893027,0.0,0.0,0.0,20781999,20781999,63076531.66027693,63076531.66027693
2019-11-16,3.03679637617,3.01033132068,3.04705179683,2.93845875544,2863550,1004,2863550,1004,137206,2248,21151,62994,1873038,5577094,12226,36337,12226,36337,793644,2362583,79251,1296,0,0,0,0,31391,11,5200,82,23305,69314,0,0,0,0,0,0,0,0,0,0,0,0,7782947,872895,0,59896,0,0,0,23429249.121292446,2627703.1581649687,0.0,180306.8047834493,0.0,0.0,0.0,8715738,8715738,26237259.084240865,26237259.084240865
2019-11-17,3.00428828038,2.93189130019,3.00428828038,2.90424164704,2185380,747,2185380,747,137555,2177,23405,68453,1551442,4522825,16185,47721,16185,47721,774662,2262093,77585,1232,0,0,0,0,20152,6,6744,110,17731,51415,0,0,0,0,0,0,0,0,0,0,0,0,6115532,852247,0,44627,0,0,0,17930075.066833552,2498695.564913027,0.0,130841.51305357914,0.0,0.0,0.0,7012406,7012406,20559612.14480016,20559612.14480016
2019-11-18,2.93233327934,2.8266100025,2.97867774668,2.77000490571,3271133,1115,3271133,1115,214867,3388,58997,165479,3214753,9101200,26418,74672,26418,74672,2072224,5831406,110127,1735,0,0,0,0,42917,14,2520,39,58229,164639,0,0,0,0,0,0,0,0,0,0,0,0,10083719,2182351,0,103666,0,0,0,28502740.987799294,6168655.165565877,0.0,293023.35251916497,0.0,0.0,0.0,12369736,12369736,34964419.505884334,34964419.505884334
2019-11-19,2.82480955562,2.75657045636,2.86041308711,2.6152040101200003,4206131,1393,4206131,1393,324351,4986,103221,277993,4239922,11406541,49562,133636,49562,133636,2187351,5873040,102229,1564,0,0,0,0,37629,12,2572,39,35818,96851,0,0,0,0,0,0,0,0,0,0,0,0,13178880,2289580,0,76019,0,0,0,36328511.255913675,6311388.585472729,0.0,209551.72952203083,0.0,0.0,0.0,15544479,15544479,42849451.570908435,42849451.570908435
2019-11-20,2.7591102063,2.70826636514,2.83131630466,2.66157990931,4609702,1553,4609702,1553,289664,4501,36291,99014,3342543,9117623,32010,86959,32010,86959,1840485,4998109,103722,1617,0,0,0,0,21582,7,2614,40,10573,28845,0,0,0,0,0,0,0,0,0,0,0,0,12951922,1944207,0,34769,0,0,0,35077254.7165168,5265430.424969744,0.0,94163.71324955266,0.0,0.0,0.0,14930898,14930898,40436848.8547361,40436848.8547361
2019-11-21,2.71151086239,2.54966748269,2.71232725441,2.48555404662,3295268,1097,3295268,1097,296329,4646,45437,116002,4238847,10969607,32965,85621,32965,85621,2160608,5554312,130924,2051,0,0,0,0,35972,12,5523,87,49298,126312,0,0,0,0,0,0,0,0,0,0,0,0,11237079,2291532,0,90793,0,0,0,28650814.92671866,5842644.625943581,0.0,231491.95975587316,0.0,0.0,0.0,13619404,13619404,34724951.51241811,34724951.51241811
2019-11-22,2.5504166490899998,2.35186487704,2.5891868263299997,2.17228977039,6467199,2079,6467199,2079,558587,8581,159091,362638,10082234,23502664,53725,125429,53725,125429,4735493,11047686,255490,3941,0,0,0,0,43446,14,5160,79,334323,738996,0,0,0,0,0,0,0,0,0,0,0,0,23841760,4990983,0,382929,0,0,0,56072597.95081719,11738117.61960373,0.0,900597.2655000502,0.0,0.0,0.0,29215672,29215672,68711312.83592097,68711312.83592097
2019-11-23,2.3514584473299998,2.44742420641,2.4608641027,2.2738791983,3581972,1169,3581972,1169,300671,4679,25069,58878,4565773,10746027,25805,61524,25805,61524,2059004,4880424,77179,1216,0,0,0,0,33853,10,9159,138,60620,142960,0,0,0,0,0,0,0,0,0,0,0,0,12107067,2136183,0,103632,0,0,0,29631128.8444277,5228145.983521533,0.0,253631.46535868113,0.0,0.0,0.0,14346882,14346882,35112906.293307915,35112906.293307915
2019-11-24,2.4508268891,2.25579032826,2.45846021249,2.25579032826,3048710,988,3048710,988,221585,3477,36921,85544,4244835,9794036,26833,61724,26833,61724,2007593,4618383,56971,893,0,0,0,0,26473,8,194,3,49799,114988,0,0,0,0,0,0,0,0,0,0,0,0,10654427,2064564,0,76466,0,0,0,24034153.379752204,4657223.503273779,0.0,172491.26324072914,0.0,0.0,0.0,12795457,12795457,28863868.146266714,28863868.146266714
2019-11-25,2.26183422546,2.27506513547,2.37922482562,2.05664761406,4562028,1457,4562028,1457,448757,7004,112887,245754,7678662,16981001,71222,157996,71222,157996,3931931,8679444,178586,2793,0,0,0,0,35484,11,6885,106,135086,289423,0,0,0,0,0,0,0,0,0,0,0,0,17506806,4110517,0,177455,0,0,0,39829123.964037016,9351693.915456738,0.0,403721.6836148289,0.0,0.0,0.0,21794778,21794778,49584539.56310858,49584539.56310858
2019-11-26,2.26675586439,2.27642836248,2.35630578901,2.17989283915,5082153,1597,5082153,1597,407642,6241,89638,199577,7140083,15995223,38929,86702,38929,86702,2113967,4737076,93285,1434,0,0,0,0,15878,4,1852,28,41766,93516,0,0,0,0,0,0,0,0,0,0,0,0,17879527,2207252,0,59496,0,0,0,40701462.37052695,5024651.055940704,0.0,135438.38185411008,0.0,0.0,0.0,20146275,20146275,45861551.80832176,45861551.80832176
2019-11-27,2.25952736779,2.22916582871,2.28741266754,2.13969947008,5302186,1618,5302186,1618,247740,3690,100235,224216,7306046,16213373,58128,128124,58128,128124,2272564,5065532,102805,1507,0,0,0,0,28334,8,4496,66,44752,99849,0,0,0,0,0,0,0,0,0,0,0,0,18374649,2375369,0,77582,0,0,0,40960139.66534037,5295091.405377043,0.0,172943.14332297922,0.0,0.0,0.0,20827600,20827600,46428174.21404039,46428174.21404039
2019-11-28,2.2312708303,2.27192513303,2.32704376846,2.19327563479,4346332,1293,4346332,1293,207845,3056,52828,117620,4536593,10153240,51418,115722,51418,115722,1717827,3869006,104926,1526,0,0,0,0,21474,6,3675,54,35720,80778,0,0,0,0,0,0,0,0,0,0,0,0,13592766,1822753,0,60869,0,0,0,30881746.70279566,4141158.3520058314,0.0,138289.81092240306,0.0,0.0,0.0,15476388,15476388,35161194.86572389,35161194.86572389
2019-11-29,2.27847527397,2.34262031338,2.3616702401,2.26966980503,2913640,890,2913640,890,120688,1822,30059,70032,3964298,9195913,26383,61183,26383,61183,1209659,2811009,43544,658,0,0,0,0,10036,3,299,4,38874,90940,0,0,0,0,0,0,0,0,0,0,0,0,9995091,1253203,0,49209,0,0,0,23414703.210681617,2935778.804588756,0.0,115278.00300111642,0.0,0.0,0.0,11297503,11297503,26465760.018271487,26465760.018271487
2019-11-30,2.34224644162,2.24207609749,2.35649006476,2.21651386917,1518359,450,1518359,450,80505,1195,15212,34257,2756019,6234444,23675,53916,23675,53916,1081726,2443278,29071,431,0,0,0,0,14386,4,2960,44,16882,37945,0,0,0,0,0,0,0,0,0,0,0,0,5935804,1110797,0,34228,0,0,0,13308524.267785532,2490491.4028635994,0.0,76741.78066488772,0.0,0.0,0.0,7080829,7080829,15875757.451314019,15875757.451314019
2019-12-01,2.2411532044699998,2.16713155432,2.2411532044699998,2.1417420758,2199194,648,2199194,648,101904,1482,50792,110518,3400671,7371509,28708,61990,28708,61990,1160459,2520765,33160,482,0,0,0,0,9395,2,2845,41,19198,41387,0,0,0,0,0,0,0,0,0,0,0,0,8009171,1193619,0,31438,0,0,0,17356927.19804467,2586729.398735884,0.0,68130.28180471215,0.0,0.0,0.0,9234228,9234228,20011786.878585264,20011786.878585264
2019-12-02,2.16744735386,2.09497572065,2.17490209975,2.06531635664,2444305,704,2444305,704,127120,1798,28231,59490,3527085,7419360,15689,33049,15689,33049,1957206,4107995,93847,1327,0,0,0,0,10791,3,9325,129,28023,58933,0,0,0,0,0,0,0,0,0,0,0,0,8602424,2051053,0,48139,0,0,0,18021869.418736856,4296906.236766344,0.0,100850.03621637034,0.0,0.0,0.0,10701616,10701616,22419625.69171957,22419625.69171957
2019-12-03,2.09482629054,2.12998516646,2.19298454294,2.05054651265,2639250,767,2639250,767,181776,2623,39824,84733,3602631,7659052,63976,134728,63976,134728,1220718,2603492,80259,1154,0,0,0,0,12760,3,2508,36,18497,39389,0,0,0,0,0,0,0,0,0,0,0,0,9230683,1300977,0,33765,0,0,0,19661217.866294492,2771061.7119056312,0.0,71918.9491455219,0.0,0.0,0.0,10565425,10565425,22504198.527345646,22504198.527345646
2019-12-04,2.13048389566,2.0486519358,2.13448044433,2.01911162517,4022329,1140,4022329,1140,152353,2147,38566,79774,6167980,12732697,35528,73234,35528,73234,2237242,4611766,74478,1045,0,0,0,0,20156,5,5144,72,32124,66541,0,0,0,0,0,0,0,0,0,0,0,0,14474613,2311720,0,57424,0,0,0,29653443.942405846,4735909.653027576,0.0,117641.78876137921,0.0,0.0,0.0,16843757,16843757,34506995.384194806,34506995.384194806
2019-12-05,2.04032683543,2.02580749308,2.10508036256,1.97276482722,4260792,1167,4260792,1167,238018,3260,43990,87959,5123721,10294756,43106,86292,43106,86292,2261887,4528902,86633,1185,0,0,0,0,41759,11,5713,78,184200,370167,0,0,0,0,0,0,0,0,0,0,0,0,14013525,2348520,0,231672,0,0,0,28388703.949463904,4757649.413648241,0.0,469322.8735368297,0.0,0.0,0.0,16593717,16593717,33615676.23664898,33615676.23664898
2019-12-06,2.02537034395,2.09244189683,2.10438040046,1.98842905601,3102398,855,3102398,855,170139,2354,42084,86098,3648437,7452033,36213,74049,36213,74049,1419035,2907997,99944,1374,0,0,0,0,89434,24,4903,68,122673,251539,0,0,0,0,0,0,0,0,0,0,0,0,10137882,1518979,0,217010,0,0,0,21212929.041918714,3178375.3000049368,0.0,454080.8160310783,0.0,0.0,0.0,11873871,11873871,24845385.15795473,24845385.15795473
2019-12-07,2.09656274999,2.06119202464,2.10774410088,2.05488977487,2102880,578,2102880,578,78897,1102,13999,29404,2267238,4694156,23582,49026,23582,49026,926271,1923291,46754,652,0,0,0,0,11630,3,516,7,230496,483145,0,0,0,0,0,0,0,0,0,0,0,0,6613058,973025,0,242642,0,0,0,13630782.40808175,2005591.369775336,0.0,500131.7552426989,0.0,0.0,0.0,7828725,7828725,16136505.533099784,16136505.533099784
2019-12-08,2.06069981087,2.05820823084,2.09116595464,2.02866155106,1721505,470,1721505,470,86406,1184,5997,12257,1921495,3930850,19589,40084,19589,40084,1032394,2106277,37327,510,0,0,0,0,11463,3,2276,31,24102,49238,0,0,0,0,0,0,0,0,0,0,0,0,5496086,1069721,0,37841,0,0,0,11312089.442604493,2201708.566902396,0.0,77884.65766321644,0.0,0.0,0.0,6603648,6603648,13591682.667170106,13591682.667170106
2019-12-09,2.05738008983,2.09103155718,2.09261668504,2.0230212475,2423901,668,2423901,668,77274,1068,24908,51150,2633563,5397808,14944,30643,14944,30643,1017714,2091155,89598,1234,0,0,0,0,11978,3,454,6,26152,53946,0,0,0,0,0,0,0,0,0,0,0,0,7613435,1107312,0,38584,0,0,0,15919932.843538713,2315424.3356441003,0.0,80680.36160223313,0.0,0.0,0.0,8759331,8759331,18316037.54078505,18316037.54078505
2019-12-10,2.09290420074,2.27065695432,2.27645479531,2.06747645549,11508349,3464,11508349,3464,625053,9369,142002,315732,10235209,22484441,63973,140525,63973,140525,5125574,11265333,236404,3551,0,0,0,0,37136,11,5447,82,93420,205389,0,0,0,0,0,0,0,0,0,0,0,0,34146908,5361978,0,136003,0,0,0,77535914.11872524,12175212.634610847,0.0,308816.15775838296,0.0,0.0,0.0,39644889,39644889,90019942.91109447,90019942.91109447
2019-12-11,2.27514138044,2.1759608678,2.29550053829,2.15594461474,4871635,1499,4871635,1499,198151,3041,38215,85659,4450004,9890204,45579,101817,45579,101817,1959408,4348153,76027,1166,0,0,0,0,21152,6,2425,36,37634,83179,0,0,0,0,0,0,0,0,0,0,0,0,14520798,2035435,0,61211,0,0,0,31596688.217228506,4429026.908950494,0.0,133192.7406789058,0.0,0.0,0.0,16617444,16617444,36158907.86685791,36158907.86685791
2019-12-12,2.17918500972,2.11907129302,2.19445037589,2.05834078592,4044832,1181,4044832,1181,298627,4373,41735,87673,4411708,9229946,25663,54045,25663,54045,2155555,4520880,99457,1457,0,0,0,0,12172,3,4041,59,86396,181840,0,0,0,0,0,0,0,0,0,0,0,0,12893060,2255012,0,102609,0,0,0,27321313.325184442,4778531.194615616,0.0,217435.7863054892,0.0,0.0,0.0,15250681,15250681,32317280.30610555,32317280.30610555
2019-12-13,2.11947159339,2.07732354361,2.13052475865,2.0737256676,2279147,657,2279147,657,110445,1599,3402,7078,1834953,3833548,21861,45676,21861,45676,1023430,2136436,46491,671,0,0,0,0,8825,2,918,13,18945,39659,0,0,0,0,0,0,0,0,0,0,0,0,6550816,1069921,0,28688,0,0,0,13608164.306657085,2222572.083102755,0.0,59594.25781908368,0.0,0.0,0.0,7649425,7649425,15890330.647578923,15890330.647578923
2019-12-14,2.07772104367,2.01056397086,2.09398534512,1.9925026104399999,1567632,446,1567632,446,83074,1178,10423,20895,1654492,3360106,19533,39576,19533,39576,1014076,2054455,50148,715,0,0,0,0,8312,2,1087,15,25196,50742,0,0,0,0,0,0,0,0,0,0,0,0,4922319,1064224,0,34595,0,0,0,9896637.234479623,2139690.431324512,0.0,69555.4605719017,0.0,0.0,0.0,6021138,6021138,12105883.126376038,12105883.126376038
2019-12-15,2.00923620802,2.0868401698,2.11845254958,1.98360276175,2472304,716,2472304,716,142468,2057,38292,78633,2403849,4943403,9920,20347,9920,20347,1027863,2093008,39926,572,0,0,0,0,15663,4,1325,19,61997,124897,0,0,0,0,0,0,0,0,0,0,0,0,7549057,1067789,0,78985,0,0,0,15753675.391709877,2228304.978070572,0.0,164829.070811653,0.0,0.0,0.0,8695831,8695831,18146809.440592103,18146809.440592103
2019-12-16,2.08675847256,1.98247722701,2.08675847256,1.97733942842,1805673,519,1805673,519,219523,3246,32401,64585,2442281,4906358,8293,16647,8293,16647,1295883,2597128,72348,1069,0,0,0,0,22606,6,3030,44,119698,238219,0,0,0,0,0,0,0,0,0,0,0,0,6322137,1368231,0,145334,0,0,0,12533492.62853732,2712486.7987891193,0.0,288121.3453102713,0.0,0.0,0.0,7835702,7835702,15534100.77263671,15534100.77263671
2019-12-17,1.98277172394,1.74583573052,2.0060239346,1.72549787165,4566649,1233,4566649,1233,575071,8175,76866,139061,6909801,12545908,89972,161893,89972,161893,3920044,7120242,143405,2060,0,0,0,0,69618,18,7172,101,111860,202032,0,0,0,0,0,0,0,0,0,0,0,0,16874980,4063449,0,188650,0,0,0,29460943.035810392,7094114.4533457635,0.0,329351.91056259803,0.0,0.0,0.0,21127079,21127079,36884409.399718754,36884409.399718754
2019-12-18,1.74835735789,1.88117395243,1.88117395243,1.6575741608899999,4503560,1180,4503560,1180,456672,6504,86046,153300,8096810,14376413,61671,109825,61671,109825,3287217,5894481,110724,1581,0,0,0,0,43228,11,8875,124,92053,164253,0,0,0,0,0,0,0,0,0,0,0,0,17769990,3397941,0,144156,0,0,0,33428442.322941575,6392118.101093947,0.0,271182.5122864991,0.0,0.0,0.0,21312087,21312087,40091742.93632202,40091742.93632202
2019-12-19,1.88046090843,1.82026582853,1.88834422191,1.7480713033200002,4345194,1098,4345194,1098,395780,5602,91818,166037,4676794,8466466,25607,46371,25607,46371,1576258,2853038,85638,1211,0,0,0,0,55826,14,2723,38,38617,69745,0,0,0,0,0,0,0,0,0,0,0,0,13905994,1661896,0,97166,0,0,0,25312605.68994321,3025092.4993706928,0.0,176867.94949494596,0.0,0.0,0.0,15665056,15665056,28514566.138808846,28514566.138808846
2019-12-20,1.82143625356,1.92382654244,1.92382654244,1.8026252567799999,3585927,928,3585927,928,249947,3611,52162,96362,3115844,5777213,10015,18573,10015,18573,1466904,2729945,83131,1212,0,0,0,0,43472,11,5960,87,70005,131071,0,0,10083,2,0,0,0,0,0,0,0,0,10609837,1550035,0,119437,10083,0,0,20411486.031561982,2981998.4747109856,0.0,229776.0707494063,19397.94302742252,0.0,0.0,12289392,12289392,23642658.520049796,23642658.520049796
2019-12-21,1.92402791833,1.87273150082,1.92830628298,1.87266622975,1789665,474,1789665,474,75348,1120,13050,24640,2176135,4121552,6741,12723,6741,12723,820464,1557451,34780,517,0,0,0,0,65442,17,4748,70,42183,79565,0,0,14419,3,0,0,0,0,0,0,0,0,5857345,855244,0,112373,14419,0,0,10969234.492670523,1601642.3796873002,0.0,210444.45694164585,27002.915510323583,0.0,0.0,6839381,6839381,12808324.244809793,12808324.244809793
2019-12-22,1.8746125175300001,1.93722453552,1.94452713271,1.87175562016,1545139,404,1545139,404,62388,912,20212,38947,2840482,5417208,6689,12655,6689,12655,651883,1241136,31405,459,0,0,0,0,199514,52,2046,29,98530,190723,0,0,587,0,0,0,0,0,0,0,0,0,6026738,683288,0,300090,587,0,0,11675144.722750733,1323682.2784263897,0.0,581341.7108641968,1137.15080235024,0.0,0.0,7010703,7010703,13581305.86284367,13581305.86284367
2019-12-23,1.93461986276,1.87715833911,1.9561076843,1.86173969078,1743187,445,1743187,445,99695,1452,53675,102970,2742335,5254594,24025,46007,24025,46007,970118,1860214,54276,789,0,0,0,0,114890,29,1928,28,90120,171901,0,0,3965,1,0,0,0,0,0,0,0,0,6430129,1024394,0,206938,3965,0,0,12070370.273903046,1922949.7396342494,0.0,388455.3923787452,7442.93281457115,0.0,0.0,7665426,7665426,14389218.33873061,14389218.33873061
2019-12-24,1.87755255597,1.86062190521,1.8857580888,1.8353219270699999,1409764,356,1409764,356,127151,1839,17151,31587,2140319,3955826,8824,16312,8824,16312,562556,1039241,32360,467,0,0,0,0,14121,3,1954,28,72732,134295,0,0,0,0,0,0,0,0,0,0,0,0,5121797,594916,0,88807,0,0,0,9529727.692238862,1106913.7413599123,0.0,165236.24953598448,0.0,0.0,0.0,5805520,5805520,10801877.683134759,10801877.683134759
2019-12-25,1.85928441561,1.80817185913,1.85928441561,1.78858994538,1191638,298,1191638,298,141096,2040,42202,75620,1509293,2722494,11920,21657,11920,21657,646671,1161697,31347,452,0,0,0,0,5159,1,2193,31,11068,19686,0,0,1430,0,0,0,0,0,0,0,0,0,4099707,678018,0,18420,1430,0,0,7412974.828078275,1225973.0675836043,0.0,33306.5256451746,2585.6857585559,0.0,0.0,4797575,4797575,8674840.10706561,8674840.10706561
2019-12-26,1.80464269447,1.86600831305,1.94012277711,1.7874858920499999,1906485,487,1906485,487,313089,4609,32236,60489,2553308,4743589,15475,28670,15475,28670,1031806,1922849,37245,543,0,0,0,0,8173,2,2581,37,19934,37327,0,0,0,0,0,0,0,0,0,0,0,0,6742553,1069051,0,30688,0,0,0,12581659.949180217,1994858.0530744155,0.0,57264.0631108784,0.0,0.0,0.0,7842292,7842292,14633782.06536551,14633782.06536551
