datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volumefrom_LINK_Binance,volumeto_BTC_Binance,volumefrom_LINK_Binance_1,volumeto_BTC_Binance_1,volumefrom_LINK_Binance_2,volumeto_ETH_Binance,volumefrom_LINK_Binance_3,volumeto_USDC_Binance,volumefrom_LINK_Binance_4,volumeto_USDT_Binance,volumefrom_LINK_binanceus,volumeto_USD_binanceus,volumefrom_LINK_binanceusa,volumeto_USD_binanceusa,volumefrom_LINK_Coinbase,volumeto_USD_Coinbase,volumefrom_LINK_Coinbase_8,volumeto_ETH_Coinbase,volumefrom_LINK_Gemini,volumeto_USD_Gemini,volumefrom_LINK_Gemini_10,volumeto_BTC_Gemini,volumefrom_LINK_Kraken,volumeto_BTC_Kraken,volumefrom_LINK_Kraken_12,volumeto_ETH_Kraken,volumefrom_LINK_Kraken_13,volumeto_USD_Kraken,volumefrom_LINK_BitTrex,volumeto_USDT_BitTrex,volumefrom_LINK_BitTrex_15,volumeto_BTC_BitTrex,volumefrom_LINK_BitTrex_16,volumeto_ETH_BitTrex,volumefrom_LINK_Poloniex,volumeto_USDT_Poloniex,volumefrom_LINK_Poloniex_18,volumeto_BTC_Poloniex,volumefrom_LINK_uniswap,volumeto_ETH_uniswap,Sum_volfrom_Link_Binance,Sum_volfrom_Link_Coinbase,Sum_volfrom_Link_Gemini,Sum_volfrom_Link_Kraken,Sum_volfrom_Link_BitTrex,Sum_volfrom_Link_Poloniex,Sum_volfrom_Link_uniswap,Sum_volfrom_Link_Binance_usd,Sum_volfrom_Link_Coinbase_usd,Sum_volfrom_Link_Gemini_usd,Sum_volfrom_Link_Kraken_usd,Sum_volfrom_Link_BitTrex_usd,Sum_volfrom_Link_Poloniex_usd,Sum_volfrom_Link_uniswap_usd,Sum_volfrom_Link_all,Sum_volfrom_Link_allcex,Sum_volfrom_Link_all_usd,Sum_volfrom_Link_allcex_usd
2018-07-31,0.313723,0.293934,0.313723,0.2637744046,4781262,176,4781262,176,1472288,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11034812,0,0,0,0,0,0,3243506.4304079995,0.0,0.0,0.0,0.0,0.0,0.0,11034812,11034812,3243506.4304079995,3243506.4304079995
2018-08-01,0.2954334321,0.28728,0.308805,0.26952,3057124,116,3057124,116,950985,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7065233,0,0,0,0,0,0,2029700.13624,0.0,0.0,0.0,0.0,0.0,0.0,7065233,7065233,2029700.13624,2029700.13624
2018-08-02,0.28738491590000004,0.30958,0.317333,0.28738491590000004,3903996,157,3903996,157,1300407,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9108399,0,0,0,0,0,0,2819778.1624200004,0.0,0.0,0.0,0.0,0.0,0.0,9108399,9108399,2819778.1624200004,2819778.1624200004
2018-08-03,0.3101528435,0.2848797938,1.6147938512,0.2742459798,3011080,115,3011080,115,909745,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6931905,0,0,0,0,0,0,1974759.667041189,0.0,0.0,0.0,0.0,0.0,0.0,6931905,6931905,1974759.667041189,1974759.667041189
2018-08-04,0.2850812949,0.257989,0.286994,0.2485266828,2924202,108,2924202,108,558776,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6407180,0,0,0,0,0,0,1652981.96102,0.0,0.0,0.0,0.0,0.0,0.0,6407180,6407180,1652981.96102,1652981.96102
2018-08-05,0.2568471167,0.253947,0.257437,0.242065,2158664,76,2158664,76,371571,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4688899,0,0,0,0,0,0,1190731.834353,0.0,0.0,0.0,0.0,0.0,0.0,4688899,4688899,1190731.834353,1190731.834353
2018-08-06,0.2542494263,0.236471,0.25961225190000004,0.2332442442,1841715,63,1841715,63,364784,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048214,0,0,0,0,0,0,957285.2127939999,0.0,0.0,0.0,0.0,0.0,0.0,4048214,4048214,957285.2127939999,957285.2127939999
2018-08-07,0.23516202790000001,0.233997,0.2591554815,0.232132,3001028,104,3001028,104,520543,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6522599,0,0,0,0,0,0,1526268.5982030001,0.0,0.0,0.0,0.0,0.0,0.0,6522599,6522599,1526268.5982030001,1526268.5982030001
2018-08-08,0.23416075520000001,0.22804,0.2365136142,0.220033,2002028,70,2002028,70,600790,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604846,0,0,0,0,0,0,1050089.0818399999,0.0,0.0,0.0,0.0,0.0,0.0,4604846,4604846,1050089.0818399999,1050089.0818399999
2018-08-09,0.22809600570000002,0.276128,0.300537,0.22809600570000002,13616605,588,13616605,588,3030861,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30264071,0,0,0,0,0,0,8356757.397088,0.0,0.0,0.0,0.0,0.0,0.0,30264071,30264071,8356757.397088,8356757.397088
2018-08-10,0.27507685060000003,0.274727,0.312034,0.269657,10419520,478,10419520,478,2446781,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23285821,0,0,0,0,0,0,6397243.745867,0.0,0.0,0.0,0.0,0.0,0.0,23285821,23285821,6397243.745867,6397243.745867
2018-08-11,0.2745234158,0.27067,0.2821436044,0.2369585743,7951616,333,7951616,333,1570975,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17474207,0,0,0,0,0,0,4729743.60869,0.0,0.0,0.0,0.0,0.0,0.0,17474207,17474207,4729743.60869,4729743.60869
2018-08-12,0.271578,0.283597,0.2894559853,0.261270594,5121457,223,5121457,223,1026896,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11269810,0,0,0,0,0,0,3196084.30657,0.0,0.0,0.0,0.0,0.0,0.0,11269810,11269810,3196084.30657,3196084.30657
2018-08-13,0.2833635895,0.25942201470000004,0.298308,0.2579821643,6642297,293,6642297,293,1422563,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14707157,0,0,0,0,0,0,3815360.2994492087,0.0,0.0,0.0,0.0,0.0,0.0,14707157,14707157,3815360.2994492087,3815360.2994492087
2018-08-14,0.258216,0.27191,0.272586,0.226687,8691017,351,8691017,351,2875533,2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20257567,0,0,0,0,0,0,5508235.04297,0.0,0.0,0.0,0.0,0.0,0.0,20257567,20257567,5508235.04297,5508235.04297
2018-08-15,0.2747953409,0.257547,0.279145,0.254971,6441788,271,6441788,271,1325666,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14209242,0,0,0,0,0,0,3659547.6493740003,0.0,0.0,0.0,0.0,0.0,0.0,14209242,14209242,3659547.6493740003,3659547.6493740003
2018-08-16,0.2574871628,0.2681517429,0.279403,0.251698,5209552,218,5209552,218,452924,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10872028,0,0,0,0,0,0,2915353.257057601,0.0,0.0,0.0,0.0,0.0,0.0,10872028,10872028,2915353.257057601,2915353.257057601
2018-08-17,0.269883,0.2916885173,0.294185,0.2673805093,5829337,251,5829337,251,738919,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12397593,0,0,0,0,0,0,3616235.520258859,0.0,0.0,0.0,0.0,0.0,0.0,12397593,12397593,3616235.520258859,3616235.520258859
2018-08-18,0.292455,0.27332,0.297414,0.260974,4449509,192,4449509,192,687235,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9586253,0,0,0,0,0,0,2620114.66996,0.0,0.0,0.0,0.0,0.0,0.0,9586253,9586253,2620114.66996,2620114.66996
2018-08-19,0.2748662408,0.3017777719,0.311823,0.274852,6109825,279,6109825,279,1329210,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13548860,0,0,0,0,0,0,4088744.7825850337,0.0,0.0,0.0,0.0,0.0,0.0,13548860,13548860,4088744.7825850337,4088744.7825850337
2018-08-20,0.299123,0.287262,0.3054692934,0.2848690055,3540752,162,3540752,162,609755,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7691259,0,0,0,0,0,0,2209406.4428580003,0.0,0.0,0.0,0.0,0.0,0.0,7691259,7691259,2209406.4428580003,2209406.4428580003
2018-08-21,0.29089766580000004,0.3129058401,0.334666,0.286131,8337642,407,8337642,407,2239871,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18915155,0,0,0,0,0,0,5918662.465896715,0.0,0.0,0.0,0.0,0.0,0.0,18915155,18915155,5918662.465896715,5918662.465896715
2018-08-22,0.313597,0.314632,0.3487700633,0.303965,5894580,292,5894580,292,1392971,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13182131,0,0,0,0,0,0,4147520.240792,0.0,0.0,0.0,0.0,0.0,0.0,13182131,13182131,4147520.240792,4147520.240792
2018-08-23,0.31444499270000004,0.321022,0.322174,0.302736,5576037,269,5576037,269,565069,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11717143,0,0,0,0,0,0,3761460.680146,0.0,0.0,0.0,0.0,0.0,0.0,11717143,11717143,3761460.680146,3761460.680146
2018-08-24,0.32210585410000003,0.3363004968,0.341856,0.31411276250000003,3659752,179,3659752,179,435328,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754832,0,0,0,0,0,0,2607953.854200538,0.0,0.0,0.0,0.0,0.0,0.0,7754832,7754832,2607953.854200538,2607953.854200538
2018-08-25,0.335559,0.319767,0.3385054635,0.3190431201,1842012,89,1842012,89,314271,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998295,0,0,0,0,0,0,1278522.7972650002,0.0,0.0,0.0,0.0,0.0,0.0,3998295,3998295,1278522.7972650002,1278522.7972650002
2018-08-26,0.3197329386,0.328878,0.33678824420000003,0.3060076494,2306607,110,2306607,110,580109,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5193323,0,0,0,0,0,0,1707969.681594,0.0,0.0,0.0,0.0,0.0,0.0,5193323,5193323,1707969.681594,1707969.681594
2018-08-27,0.3299936471,0.336085,0.336085,0.3233103779,1197828,58,1197828,58,312318,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2707974,0,0,0,0,0,0,910109.4417900001,0.0,0.0,0.0,0.0,0.0,0.0,2707974,2707974,910109.4417900001,910109.4417900001
2018-08-28,0.3352448089,0.335793,0.3399686152,0.3256902714,2661133,126,2661133,126,577031,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899297,0,0,0,0,0,0,1980942.637521,0.0,0.0,0.0,0.0,0.0,0.0,5899297,5899297,1980942.637521,1980942.637521
2018-08-29,0.3360968919,0.30871,0.337197,0.3081814808,1901302,87,1901302,87,411420,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4214024,0,0,0,0,0,0,1300911.34904,0.0,0.0,0.0,0.0,0.0,0.0,4214024,4214024,1300911.34904,1300911.34904
2018-08-30,0.3087805811,0.30539,0.3143997377,0.291036,3120594,135,3120594,135,642281,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6883469,0,0,0,0,0,0,2102142.59791,0.0,0.0,0.0,0.0,0.0,0.0,6883469,6883469,2102142.59791,2102142.59791
2018-08-31,0.305595,0.328099,0.333113586,0.2979669857,2477166,111,2477166,111,460096,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5414428,0,0,0,0,0,0,1776468.4123719998,0.0,0.0,0.0,0.0,0.0,0.0,5414428,5414428,1776468.4123719998,1776468.4123719998
2018-09-01,0.3276884612,0.328258,0.33432,0.319254,997157,45,997157,45,198655,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192969,0,0,0,0,0,0,719859.618002,0.0,0.0,0.0,0.0,0.0,0.0,2192969,2192969,719859.618002,719859.618002
2018-09-02,0.32747778180000003,0.310938,0.341612,0.3003799871,3174836,139,3174836,139,635019,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6984691,0,0,0,0,0,0,2171805.850158,0.0,0.0,0.0,0.0,0.0,0.0,6984691,6984691,2171805.850158,2171805.850158
2018-09-03,0.31115091980000004,0.30394,0.311338,0.294637,1549880,64,1549880,64,363438,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463198,0,0,0,0,0,0,1052604.40012,0.0,0.0,0.0,0.0,0.0,0.0,3463198,3463198,1052604.40012,1052604.40012
2018-09-04,0.306679,0.2998030875,0.309282,0.2924581375,3023999,122,3023999,122,674692,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6722690,0,0,0,0,0,0,2015483.218305375,0.0,0.0,0.0,0.0,0.0,0.0,6722690,6722690,2015483.218305375,2015483.218305375
2018-09-05,0.29976,0.268699,0.300533,0.2655838622,4438148,176,4438148,176,1047999,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9924295,0,0,0,0,0,0,2666648.1422050004,0.0,0.0,0.0,0.0,0.0,0.0,9924295,9924295,2666648.1422050004,2666648.1422050004
2018-09-06,0.2681464704,0.27221738770000004,0.284026,0.245265,4324271,182,4324271,182,1332744,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9981286,0,0,0,0,0,0,2717079.6008065827,0.0,0.0,0.0,0.0,0.0,0.0,9981286,9981286,2717079.6008065827,2717079.6008065827
2018-09-07,0.272267,0.260662,0.289301,0.258255,3215605,135,3215605,135,934737,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7365947,0,0,0,0,0,0,1920022.476914,0.0,0.0,0.0,0.0,0.0,0.0,7365947,7365947,1920022.476914,1920022.476914
2018-09-08,0.2609533831,0.241907,0.277029413,0.237862,1199773,48,1199773,48,551817,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951363,0,0,0,0,0,0,713955.369241,0.0,0.0,0.0,0.0,0.0,0.0,2951363,2951363,713955.369241,713955.369241
2018-09-09,0.2414267388,0.239741,0.2557419207,0.234261,1068467,41,1068467,41,415005,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551939,0,0,0,0,0,0,611804.407799,0.0,0.0,0.0,0.0,0.0,0.0,2551939,2551939,611804.407799,611804.407799
2018-09-10,0.2398189902,0.247807,0.254832,0.23926601620000001,1325339,51,1325339,51,726396,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377074,0,0,0,0,0,0,836862.576718,0.0,0.0,0.0,0.0,0.0,0.0,3377074,3377074,836862.576718,836862.576718
2018-09-11,0.2476256544,0.260429,0.2672863524,0.2398901371,2116960,85,2116960,85,1059313,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5293233,0,0,0,0,0,0,1378511.376957,0.0,0.0,0.0,0.0,0.0,0.0,5293233,5293233,1378511.376957,1378511.376957
2018-09-12,0.26003934830000003,0.253495,0.271943,0.24755,1936171,79,1936171,79,917697,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4790039,0,0,0,0,0,0,1214250.9363050002,0.0,0.0,0.0,0.0,0.0,0.0,4790039,4790039,1214250.9363050002,1214250.9363050002
2018-09-13,0.254169536,0.271776,0.27651472380000003,0.25377,1815344,75,1815344,75,613130,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4243818,0,0,0,0,0,0,1153367.8807680001,0.0,0.0,0.0,0.0,0.0,0.0,4243818,4243818,1153367.8807680001,1153367.8807680001
2018-09-14,0.2727713057,0.268898,0.274140441,0.2617319587,1763879,72,1763879,72,564167,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4091925,0,0,0,0,0,0,1100310.4486500002,0.0,0.0,0.0,0.0,0.0,0.0,4091925,4091925,1100310.4486500002,1100310.4486500002
2018-09-15,0.2689711604,0.269288,0.279133,0.265223,1057978,44,1057978,44,213359,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329315,0,0,0,0,0,0,627256.5777200001,0.0,0.0,0.0,0.0,0.0,0.0,2329315,2329315,627256.5777200001,627256.5777200001
2018-09-16,0.271143,0.273865,0.280837,0.260933,1532297,64,1532297,64,571100,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3635694,0,0,0,0,0,0,995689.3373100001,0.0,0.0,0.0,0.0,0.0,0.0,3635694,3635694,995689.3373100001,995689.3373100001
2018-09-17,0.274897,0.268721,0.2830982931,0.2609369506,1555764,66,1555764,66,351838,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463366,0,0,0,0,0,0,930679.174886,0.0,0.0,0.0,0.0,0.0,0.0,3463366,3463366,930679.174886,930679.174886
2018-09-18,0.26757011480000004,0.291212,0.305719,0.2660447087,3954741,180,3954741,180,850591,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760073,0,0,0,0,0,0,2551038.3784760004,0.0,0.0,0.0,0.0,0.0,0.0,8760073,8760073,2551038.3784760004,2551038.3784760004
2018-09-19,0.2898462497,0.329173,0.344874,0.285346,13378867,687,13378867,687,2420255,3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29177989,0,0,0,0,0,0,9604606.173097,0.0,0.0,0.0,0.0,0.0,0.0,29177989,29177989,9604606.173097,9604606.173097
2018-09-20,0.331875,0.358403,0.4256089207,0.32627292880000003,17163005,1018,17163005,1018,3280024,5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37606034,0,0,0,0,0,0,13478115.403702,0.0,0.0,0.0,0.0,0.0,0.0,37606034,37606034,13478115.403702,13478115.403702
2018-09-21,0.3540675479,0.353303,0.374125,0.33867899970000004,11012135,586,11012135,586,1555702,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23579972,0,0,0,0,0,0,8330874.847515999,0.0,0.0,0.0,0.0,0.0,0.0,23579972,23579972,8330874.847515999,8330874.847515999
2018-09-22,0.353784,0.3386294011,0.353784,0.323429,6162589,309,6162589,309,739878,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13065056,0,0,0,0,0,0,4424212.088617962,0.0,0.0,0.0,0.0,0.0,0.0,13065056,13065056,4424212.088617962,4424212.088617962
2018-09-23,0.340165,0.3438274622,0.3475552182,0.332853,5634265,284,5634265,284,367564,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11636094,0,0,0,0,0,0,4000808.6699406467,0.0,0.0,0.0,0.0,0.0,0.0,11636094,11636094,4000808.6699406467,4000808.6699406467
2018-09-24,0.342773,0.334657,0.353736,0.3305036524,4482193,229,4482193,229,467894,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9432280,0,0,0,0,0,0,3156578.5279599996,0.0,0.0,0.0,0.0,0.0,0.0,9432280,9432280,3156578.5279599996,3156578.5279599996
2018-09-25,0.333479,0.326493,0.347311,0.3169254011,5168400,265,5168400,265,796843,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11133643,0,0,0,0,0,0,3635056.503999,0.0,0.0,0.0,0.0,0.0,0.0,11133643,11133643,3635056.503999,3635056.503999
2018-09-26,0.3261862085,0.348924,0.377129,0.3159998009,5318719,277,5318719,277,938445,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11575883,0,0,0,0,0,0,4039103.399892,0.0,0.0,0.0,0.0,0.0,0.0,11575883,11575883,4039103.399892,4039103.399892
2018-09-27,0.3447216047,0.34559,0.3500511847,0.3320025257,2994936,156,2994936,156,487260,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6477132,0,0,0,0,0,0,2238432.04788,0.0,0.0,0.0,0.0,0.0,0.0,6477132,6477132,2238432.04788,2238432.04788
2018-09-28,0.346138,0.33510652,0.349646,0.327474,1968880,100,1968880,100,454977,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392737,0,0,0,0,0,0,1472034.80934524,0.0,0.0,0.0,0.0,0.0,0.0,4392737,4392737,1472034.80934524,1472034.80934524
2018-09-29,0.334734,0.329202,0.3348769998,0.325455,769038,38,769038,38,371614,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909690,0,0,0,0,0,0,628673.76738,0.0,0.0,0.0,0.0,0.0,0.0,1909690,1909690,628673.76738,628673.76738
2018-09-30,0.32891,0.3320127742,0.333077591,0.320582,1772560,88,1772560,88,288851,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833971,0,0,0,0,0,0,1272927.3479123483,0.0,0.0,0.0,0.0,0.0,0.0,3833971,3833971,1272927.3479123483,1272927.3479123483
2018-10-01,0.332822,0.325232,0.33347816420000004,0.3225191746,1266266,63,1266266,63,311173,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843705,0,0,0,0,0,0,924863.86456,0.0,0.0,0.0,0.0,0.0,0.0,2843705,2843705,924863.86456,924863.86456
2018-10-02,0.324566,0.321105,0.327268,0.318859,939894,46,939894,46,345191,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224979,0,0,0,0,0,0,714451.8817949999,0.0,0.0,0.0,0.0,0.0,0.0,2224979,2224979,714451.8817949999,714451.8817949999
2018-10-03,0.3205205141,0.31026279560000003,0.3217642035,0.3058434511,1110534,53,1110534,53,291660,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512728,0,0,0,0,0,0,779606.0138623968,0.0,0.0,0.0,0.0,0.0,0.0,2512728,2512728,779606.0138623968,779606.0138623968
2018-10-04,0.310651,0.32094,0.3225593634,0.310573178,771047,37,771047,37,231156,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773250,0,0,0,0,0,0,569106.855,0.0,0.0,0.0,0.0,0.0,0.0,1773250,1773250,569106.855,569106.855
2018-10-05,0.3207644394,0.356504,0.36668,0.3176489081,3825342,200,3825342,200,752111,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8402795,0,0,0,0,0,0,2995630.02868,0.0,0.0,0.0,0.0,0.0,0.0,8402795,8402795,2995630.02868,2995630.02868
2018-10-06,0.3620266686,0.338098,0.37779311520000003,0.3343006214,4986352,270,4986352,270,985660,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10958364,0,0,0,0,0,0,3705000.951672,0.0,0.0,0.0,0.0,0.0,0.0,10958364,10958364,3705000.951672,3705000.951672
2018-10-07,0.3376212106,0.337637,0.341053,0.3332996312,957762,49,957762,49,275912,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191436,0,0,0,0,0,0,739909.876732,0.0,0.0,0.0,0.0,0.0,0.0,2191436,2191436,739909.876732,739909.876732
