datetime,Volume in USD,open,high,low,close
2020-07-31 00:00:00,4485348.17164152,7.41809072359,7.51818136,7.41809072,7.51286916
2020-07-30 23:00:00,3114810.1033718,7.39457282144,7.45569893024,7.38159259,7.41699155
2020-07-30 22:00:00,6361395.88716048,7.41518059,7.42991677666,7.35802043787,7.39958763
2020-07-30 21:00:00,3457061.70028184,7.47592592295,7.47592592295,7.42448603944,7.43410963295
2020-07-30 20:00:00,6637098.840161,7.50843966415,7.51122888,7.44903504,7.47336881
2020-07-30 19:00:00,9573826.5214956,7.52608226,7.53221053,7.4612116434,7.49583198
2020-07-30 18:00:00,13663086.98189824,7.41376360536,7.5508303044,7.3938733,7.54489856
2020-07-30 17:00:00,6732927.9286848,7.41132177727,7.42353984,7.38345699,7.42353984
2020-07-30 16:00:00,15865617.81445167,7.29686064193,7.45098951,7.29686064,7.41044307
2020-07-30 15:00:00,2922070.1863608602,7.3035070945400005,7.30688455,7.27838328,7.28799402
2020-07-30 14:00:00,5129476.5795341395,7.22225575,7.28942922,7.21934518487,7.28942922
2020-07-30 13:00:00,6117783.67954239,7.25135626,7.27917334687,7.21491993,7.22195571
2020-07-30 12:00:00,4193553.685586757,7.27750835045,7.29581775443,7.2362206955,7.2484360545
2020-07-30 11:00:00,9105115.63664709,7.2389038,7.33287281,7.2389038,7.27264827
2020-07-30 10:00:00,3605473.48512204,7.17373192077,7.2023329799999996,7.16648579,7.2023329799999996
2020-07-30 09:00:00,1496130.03689835,7.15550181724,7.16937639364,7.1492368299999995,7.16671235
2020-07-30 08:00:00,2724111.09566592,7.12842482,7.17987566,7.12111807582,7.17294167
2020-07-30 07:00:00,2660085.458633187,7.20755614788,7.21130172,7.12718251869,7.12718251869
2020-07-30 06:00:00,4387715.78553478,7.16325003481,7.21209466,7.13389364,7.21209466
2020-07-30 05:00:00,2460298.6317624,7.16909267909,7.18270346,7.11575976,7.15036803
2020-07-30 04:00:00,1845042.2596020799,7.1985305571,7.21518309098,7.17256628,7.17256628
2020-07-30 03:00:00,3624437.91540454,7.18780861,7.2177147999999995,7.17698052,7.20402358
2020-07-30 02:00:00,4013941.44294663,7.1859886433,7.22716963,7.1859886433,7.19386889
2020-07-30 01:00:00,5368429.41547501,7.18373221701,7.2076123298,7.17442268698,7.18885631
2020-07-30 00:00:00,4917319.22681538,7.10793748662,7.16564048,7.04704044,7.15627407
2020-07-29 23:00:00,5155744.4116888,7.06059598372,7.11608294,7.04431619,7.11608294
2020-07-29 22:00:00,3880654.51159584,7.10968498039,7.10968498039,7.05677775,7.06364676
2020-07-29 21:00:00,3234857.1196710602,7.1443423642,7.14954038488,7.11542480785,7.11542481
2020-07-29 20:00:00,2648407.06740146,7.12228512467,7.15185646203,7.09798127975,7.14100802
2020-07-29 19:00:00,4085931.2619108204,7.1277408819,7.14778563438,7.10774428,7.11470303
2020-07-29 18:00:00,3474937.44057463,7.10644965583,7.14091138,7.09821887752,7.13834137
2020-07-29 17:00:00,6121001.4116369,7.06180906046,7.09762503,7.03734297,7.09594115
2020-07-29 16:00:00,5484789.02557145,7.09589798461,7.11816178411,7.05892145,7.05892145
2020-07-29 15:00:00,4124351.7434735703,7.11874257174,7.12537314,7.10101711369,7.10711589
2020-07-29 14:00:00,7581335.710526,7.16055244912,7.17109852,7.1021135,7.1021135
2020-07-29 13:00:00,5767022.8184573995,7.14528393386,7.1640213,7.12379882,7.1640213
2020-07-29 12:00:00,3414263.6486737,7.19790742882,7.19790743,7.1738627,7.1738627
2020-07-29 11:00:00,2360252.64525228,7.20938905,7.21283999155,7.1810458,7.19163862
2020-07-29 10:00:00,2261666.63731692,7.19899148899,7.22844405,7.1874185794,7.19686956
2020-07-29 09:00:00,5590906.04163193,7.22397319,7.23619844509,7.1755385799999996,7.18794529
2020-07-29 08:00:00,3246854.82556358,7.30691068714,7.32035607928,7.24791298,7.24791298
2020-07-29 07:00:00,1987368.05082123,7.26716322621,7.29183609,7.26716322621,7.29183609
2020-07-29 06:00:00,8937197.51817156,7.23277428,7.28872146887,7.23277428,7.28537676
2020-07-29 05:00:00,2821677.1817162503,7.27516040243,7.29232866,7.24110394639,7.24110395
2020-07-29 04:00:00,3580586.14468032,7.27303223806,7.30433603137,7.26472790901,7.28395056
2020-07-29 03:00:00,4551241.6617166,7.34797457839,7.35193362,7.23389572,7.23389572
2020-07-29 02:00:00,5642156.7371988,7.40521006353,7.40944228029,7.3489122,7.3489122
2020-07-29 01:00:00,11575143.61479816,7.32994891,7.46813984611,7.32994891,7.40655609
2020-07-29 00:00:00,9568612.7026254,7.22037702782,7.34333310436,7.22037702782,7.3433331
2020-07-28 23:00:00,3099182.3653098,7.14113562,7.22346045,7.14113562,7.22346045
2020-07-28 22:00:00,5410249.92294408,7.17009358691,7.19664196,7.12288912,7.13430456
2020-07-28 21:00:00,4155667.5390615,7.18456801094,7.18456801094,7.13735870621,7.14776475
2020-07-28 20:00:00,2878521.0697935,7.16142873,7.22049878,7.16142873,7.2091891
2020-07-28 19:00:00,3931617.1128444,7.14796587628,7.20612718392,7.14796587628,7.16219826
2020-07-28 18:00:00,3304310.4246835597,7.19924723116,7.19924723116,7.13805642504,7.14025573
2020-07-28 17:00:00,3092585.02396008,7.22853487468,7.22853487468,7.17646374588,7.20993212
2020-07-28 16:00:00,7800856.6870845,7.26244685491,7.26244685491,7.17542189,7.2261267
2020-07-28 15:00:00,5918222.53976964,7.19830596267,7.26412731554,7.18152219425,7.25880829
2020-07-28 14:00:00,6943170.36753504,7.10078790478,7.20658548,7.06834995322,7.20658548
2020-07-28 13:00:00,3168049.843905,7.12044412114,7.12044412114,7.07252864397,7.078571
2020-07-28 12:00:00,6208861.0252698,7.10297586946,7.15962516,7.06116600273,7.1369418
2020-07-28 11:00:00,5692809.696299001,7.14332258,7.14332258,7.07402779164,7.096771
2020-07-28 10:00:00,11591904.40676117,7.20786143073,7.22797912,7.05510452,7.13514377
2020-07-28 09:00:00,5918449.8175488,7.31576418,7.31576418,7.19187188165,7.21903032
2020-07-28 08:00:00,7059890.0829854105,7.3141918,7.3766154439800005,7.3141918,7.32987123
2020-07-28 07:00:00,12185580.880529,7.14492750318,7.3851379999999995,7.13403375,7.3547563
2020-07-28 06:00:00,3261821.89336879,7.14017495066,7.1480445,7.10070294852,7.14335873
2020-07-28 05:00:00,3118725.41460623,7.09322392,7.17192180043,7.08733514,7.15400803
2020-07-28 04:00:00,2864272.80621542,7.07164108,7.11239869885,7.06843716,7.08499654
2020-07-28 03:00:00,7417375.1091408,7.17359995787,7.18902185716,7.0845162,7.0845162
2020-07-28 02:00:00,7479332.32544594,7.07432798382,7.205711,7.07432798382,7.15822166
2020-07-28 01:00:00,6868378.38636469,7.01536987,7.12449290392,6.99519447,7.07098327
2020-07-28 00:00:00,10272941.69472672,7.0934177588,7.0934177588,6.9516292888999995,7.01327135481
2020-07-27 23:00:00,8308147.295959,7.08241867828,7.13653430534,7.05728573,7.0955831
2020-07-27 22:00:00,19452306.17265749,6.91812699064,7.14924690681,6.91663655,7.09618853
2020-07-27 21:00:00,11553447.344047211,6.97732980235,7.05870667,6.91896527,6.91896527
2020-07-27 20:00:00,7615068.167412161,7.15697867,7.17514497,7.06443764,7.06443764
2020-07-27 19:00:00,9422731.442516178,7.11683528693,7.23119203898,7.11683528693,7.16011395302
2020-07-27 18:00:00,11110189.95920944,7.03860595586,7.14431926,7.03860595586,7.11472894
2020-07-27 17:00:00,24057251.65033925,6.65679063049,7.04171051,6.63559972,7.02077425
2020-07-27 16:00:00,17991994.12589166,6.8570236826599995,6.8570236826599995,6.67078986,6.67078986
2020-07-27 15:00:00,22789234.75779696,6.62223174605,6.89448624,6.58350803,6.89448624
2020-07-27 14:00:00,32492719.46711703,6.8059510656499995,6.80595107,6.60519269474,6.62544907
2020-07-27 13:00:00,22121940.67244946,7.15277413497,7.15277413497,6.90133537,6.90133537
2020-07-27 12:00:00,4758754.5568794,7.19548419,7.20272407,7.14739068837,7.14970005
2020-07-27 11:00:00,5716531.72522296,7.22964002069,7.22964002069,7.17220792,7.18867992
2020-07-27 10:00:00,3752160.61870524,7.23840716329,7.28011739,7.21710464,7.22976373
2020-07-27 09:00:00,3679119.74936544,7.26659997,7.29096822268,7.22598944,7.22598944
2020-07-27 08:00:00,5168006.31120375,7.20194796452,7.29568275,7.19060222,7.29568275
2020-07-27 07:00:00,3678928.18427784,7.24208818739,7.24716784,7.19461959,7.19948216
2020-07-27 06:00:00,4416035.18225291,7.20616618,7.28301092249,7.20149843,7.25201569
2020-07-27 05:00:00,5940877.565719619,7.22408809949,7.2896086,7.19156400767,7.19253729
2020-07-27 04:00:00,10229850.730605999,7.18475743211,7.22540975,7.16575315,7.22540975
2020-07-27 03:00:00,19153499.44711214,7.29124873,7.29124873,7.14457417031,7.18259641
2020-07-27 02:00:00,9347953.36446208,7.34146507838,7.35292138111,7.28690382,7.29797998
2020-07-27 01:00:00,14492675.6531112,7.38043153258,7.38164222,7.28861507693,7.3258156
2020-07-27 00:00:00,7646483.08474515,7.46709871924,7.46709872,7.37458935,7.37458935
2020-07-26 23:00:00,3771054.5599101596,7.55016831555,7.56356036,7.4829376100000005,7.49900484
2020-07-26 22:00:00,5846946.10095296,7.44095694504,7.54660832,7.43722593,7.54660832
2020-07-26 21:00:00,3164909.06533478,7.41428399,7.46077285,7.41085101,7.45775951
2020-07-26 20:00:00,2561572.54950738,7.40583896,7.43490181,7.39562270178,7.42426694
2020-07-26 19:00:00,3200518.5007044002,7.43234623,7.4404088,7.41162515,7.41427132
2020-07-26 18:00:00,5153325.9608532395,7.38560234826,7.42669747289,7.35431373851,7.42669747
2020-07-26 17:00:00,3323313.134412,7.39939339096,7.42213713494,7.3864231799999995,7.389114
2020-07-26 16:00:00,5010841.33319875,7.40091068317,7.44816758998,7.39002696,7.39744061
2020-07-26 15:00:00,6657812.553075179,7.44560026021,7.45440827,7.4064604,7.41056269
