datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volumefrom_LINK_uniswap,volumeto_ETH_uniswap,tradeCount_0x,tradeVolume.token_0x,tradeVolume.USD_0x,volume.eth_bancor,volume.usd_bancor,Sum_volfrom_Link_dex,Sum_volfrom_Link_dex_usd
2018-09-25,0.333479,0.326493,0.347311,0.3169254011,0,0,0,0,0,0,0,0,0.0
2018-09-24,0.342773,0.334657,0.353736,0.3305036524,0,0,0,0,0,0,0,0,0.0
2018-09-23,0.340165,0.3438274622,0.3475552182,0.332853,0,0,0,0,0,0,0,0,0.0
2018-09-22,0.353784,0.3386294011,0.353784,0.323429,0,0,1,23,10,0,0,23,7.7884762253
2018-09-21,0.3540675479,0.353303,0.374125,0.33867899970000004,0,0,0,0,0,0,0,0,0.0
2018-09-20,0.331875,0.358403,0.4256089207,0.32627292880000003,0,0,5,2742,1077,0,0,2742,982.741026
2018-09-19,0.2898462497,0.329173,0.344874,0.285346,0,0,1,493,154,0,0,493,162.282289
2018-09-18,0.26757011480000004,0.291212,0.305719,0.2660447087,0,0,0,0,0,0,0,0,0.0
2018-09-17,0.274897,0.268721,0.2830982931,0.2609369506,0,0,0,0,0,0,0,0,0.0
2018-09-16,0.271143,0.273865,0.280837,0.260933,0,0,0,0,0,0,0,0,0.0
2018-09-15,0.2689711604,0.269288,0.279133,0.265223,0,0,0,0,0,0,0,0,0.0
2018-09-14,0.2727713057,0.268898,0.274140441,0.2617319587,0,0,0,0,0,0,0,0,0.0
2018-09-13,0.254169536,0.271776,0.27651472380000003,0.25377,0,0,0,0,0,0,0,0,0.0
2018-09-12,0.26003934830000003,0.253495,0.271943,0.24755,0,0,1,1025,255,0,0,1025,259.832375
2018-09-11,0.2476256544,0.260429,0.2672863524,0.2398901371,0,0,8,1948,490,0,0,1948,507.31569200000007
2018-09-10,0.2398189902,0.247807,0.254832,0.23926601620000001,0,0,43,33813,8466,0,0,33813,8379.098091
2018-09-09,0.2414267388,0.239741,0.2557419207,0.234261,0,0,7,7803,1934,0,0,7803,1870.6990230000001
2018-09-08,0.2609533831,0.241907,0.277029413,0.237862,0,0,0,0,0,0,0,0,0.0
2018-09-07,0.272267,0.260662,0.289301,0.258255,0,0,0,0,0,0,0,0,0.0
2018-09-06,0.2681464704,0.27221738770000004,0.284026,0.245265,0,0,0,0,0,0,0,0,0.0
2018-09-05,0.29976,0.268699,0.300533,0.2655838622,0,0,0,0,0,0,0,0,0.0
2018-09-04,0.306679,0.2998030875,0.309282,0.2924581375,0,0,0,0,0,0,0,0,0.0
2018-09-03,0.31115091980000004,0.30394,0.311338,0.294637,0,0,0,0,0,0,0,0,0.0
2018-09-02,0.32747778180000003,0.310938,0.341612,0.3003799871,0,0,0,0,0,0,0,0,0.0
2018-09-01,0.3276884612,0.328258,0.33432,0.319254,0,0,0,0,0,0,0,0,0.0
2018-08-31,0.305595,0.328099,0.333113586,0.2979669857,0,0,2,1556,458,0,0,1556,510.52204399999994
2018-08-30,0.3087805811,0.30539,0.3143997377,0.291036,0,0,0,0,0,0,0,0,0.0
2018-08-29,0.3360968919,0.30871,0.337197,0.3081814808,0,0,0,0,0,0,0,0,0.0
2018-08-28,0.3352448089,0.335793,0.3399686152,0.3256902714,0,0,1,1145,381,0,0,1145,384.482985
2018-08-27,0.3299936471,0.336085,0.336085,0.3233103779,0,0,0,0,0,0,0,0,0.0
2018-08-26,0.3197329386,0.328878,0.33678824420000003,0.3060076494,0,0,0,0,0,0,0,0,0.0
2018-08-25,0.335559,0.319767,0.3385054635,0.3190431201,0,0,0,0,0,0,0,0,0.0
2018-08-24,0.32210585410000003,0.3363004968,0.341856,0.31411276250000003,0,0,1,465,149,0,0,465,156.379731012
2018-08-23,0.31444499270000004,0.321022,0.322174,0.302736,0,0,1,421,133,0,0,421,135.150262
2018-08-22,0.313597,0.314632,0.3487700633,0.303965,0,0,0,0,0,0,0,0,0.0
2018-08-21,0.29089766580000004,0.3129058401,0.334666,0.286131,0,0,0,0,0,0,0,0,0.0
2018-08-20,0.299123,0.287262,0.3054692934,0.2848690055,0,0,0,0,0,0,0,0,0.0
2018-08-19,0.2748662408,0.3017777719,0.311823,0.274852,0,0,0,0,0,0,0,0,0.0
2018-08-18,0.292455,0.27332,0.297414,0.260974,0,0,0,0,0,0,0,0,0.0
2018-08-17,0.269883,0.2916885173,0.294185,0.2673805093,0,0,0,0,0,0,0,0,0.0
2018-08-16,0.2574871628,0.2681517429,0.279403,0.251698,0,0,1,724,203,0,0,724,194.1418618596
2018-08-15,0.2747953409,0.257547,0.279145,0.254971,0,0,0,0,0,0,0,0,0.0
2018-08-14,0.258216,0.27191,0.272586,0.226687,0,0,0,0,0,0,0,0,0.0
2018-08-13,0.2833635895,0.25942201470000004,0.298308,0.2579821643,0,0,0,0,0,0,0,0,0.0
2018-08-12,0.271578,0.283597,0.2894559853,0.261270594,0,0,0,0,0,0,0,0,0.0
2018-08-11,0.2745234158,0.27067,0.2821436044,0.2369585743,0,0,2,1100,271,0,0,1100,297.737
2018-08-10,0.27507685060000003,0.274727,0.312034,0.269657,0,0,1,189,50,0,0,189,51.923403
2018-08-09,0.22809600570000002,0.276128,0.300537,0.22809600570000002,0,0,0,0,0,0,0,0,0.0
2018-08-08,0.23416075520000001,0.22804,0.2365136142,0.220033,0,0,0,0,0,0,0,0,0.0
2018-08-07,0.23516202790000001,0.233997,0.2591554815,0.232132,0,0,0,0,0,0,0,0,0.0
2018-08-06,0.2542494263,0.236471,0.25961225190000004,0.2332442442,0,0,0,0,0,0,0,0,0.0
2018-08-05,0.2568471167,0.253947,0.257437,0.242065,0,0,0,0,0,0,0,0,0.0
2018-08-04,0.2850812949,0.257989,0.286994,0.2485266828,0,0,0,0,0,0,0,0,0.0
2018-08-03,0.3101528435,0.2848797938,1.6147938512,0.2742459798,0,0,0,0,0,0,0,0,0.0
2018-08-02,0.28738491590000004,0.30958,0.317333,0.28738491590000004,0,0,0,0,0,0,0,0,0.0
2018-08-01,0.2954334321,0.28728,0.308805,0.26952,0,0,0,0,0,0,0,0,0.0
2018-07-31,0.313723,0.293934,0.313723,0.2637744046,0,0,0,0,0,0,0,0,0.0
