,avg_losses,avg_losses_nominal,worst_losses,num_sim,sim_len,mu,sigma,debt_ceiling,liquidation_penalty,collateral_cutoff,recovery_time,time_to_start_recovery,reentry_time,auction_efficiency,jump_severities_1,jump_severities_2,jump_severities_3,jump_probabilities_1,jump_probabilities_2,jump_probabilities_3
0,-8.407921624678279,-414751.13434173394,-3277478.646047068,1000,365,0,1.57,5000000.0,0.13,1.5,3,3,7,0.9,9.5,24.96,50,0.55,1.35,1.6260000000000001
1,-8.087816994719168,-399448.3656287414,-2027153.6734646694,1000,365,0,1.37,5000000.0,0.13,1.5,3,3,7,0.9,9.5,24.96,50,0.55,1.35,1.6260000000000001
2,-18.40890247546592,-903257.445711979,-2909669.247011123,1000,365,0,1.57,5000000.0,0.13,1.5,3,3,7,0.9,15.0,30.0,55,0.55,1.35,1.6260000000000001
3,-10.030302497064818,-494486.9837939042,-2066848.172159633,1000,365,0,1.57,5000000.0,0.13,1.5,3,3,7,0.9,9.5,24.96,50,0.55,1.35,1.6260000000000001
4,-11.864525936660286,-586113.0086501611,-1813607.4664514603,1000,365,0,1.57,5000000.0,0.13,1.5,3,3,7,0.9,9.5,24.96,50,0.55,1.35,1.6260000000000001
