,avg_losses,avg_losses_nominal,worst_losses,num_sim,sim_len,mu,sigma,debt_ceiling,liquidation_penalty,collateral_cutoff,recovery_time,time_to_start_recovery,reentry_time,auction_efficiency,jump_severities_1,jump_severities_2,jump_severities_3,jump_probabilities_1,jump_probabilities_2,jump_probabilities_3
0,2.9985443961876173,296964.25228517305,-489910.0210125465,1000,365,0,1.57,10000000.0,0.13,1.5,3,3,7,0.9,10,30,50,0.55,1.35,1.6260000000000001
1,2.7586387632294573,273345.1760690348,-207680.38010398578,1000,365,0,1.37,10000000.0,0.13,1.5,3,3,7,0.9,10,30,50,0.55,1.35,1.6260000000000001
2,-1.303611045867434,-124270.3186507576,-2294216.193513117,1000,365,0,1.57,10000000.0,0.13,1.5,3,3,7,0.9,20,35,60,0.55,1.35,1.6260000000000001
3,2.8191829211260955,279330.26074111357,-593464.1793818753,1000,365,0,1.57,10000000.0,0.13,1.5,3,3,7,0.9,10,30,50,0.55,1.35,1.6260000000000001
4,3.800189843873647,375975.2230712676,-51199.81584984157,1000,365,0,1.57,10000000.0,0.13,1.5,3,3,7,0.9,10,30,50,0.55,1.35,1.6260000000000001
